phrase,count,sample_file,sample_key,sample_translation,sample_source
side up,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0043.json,Achievement_100392_Name,Sacred Muối Side Up,Sacred Salt Side Up
ashes to ashes,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0043.json,Achievement_100397_Name,Ashes to Ashes,Ashes to Ashes
into the waves,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0043.json,Achievement_100398_Name,Into the Waves,Into the Waves
shards of the,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0043.json,InstanceDungeonEntrance_2513_Name,Shards of the Beyond,Shards of the Beyond
the wastelands,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0043.json,Area_36007_Title,The Wastelands,The Wastelands
the solistree's core,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0043.json,Area_41047_Title,The Solistree's Core,The Solistree's Core
the first solistree,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0043.json,MapMark_3070006_MarkTitle,The First Solistree,The First Solistree
the second solistree,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0043.json,MapMark_3070007_MarkTitle,The Second Solistree,The Second Solistree
the third solistree,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0043.json,MapMark_3070008_MarkTitle,The Third Solistree,The Third Solistree
the fourth solistree,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0043.json,MapMark_3070009_MarkTitle,The Fourth Solistree,The Fourth Solistree
rewards check-in,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Mail_300001_Title,Rewards Check-In Khu dân cư KU,KU Neighborhood Check-In Rewards
do echoids dream,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Activity_100105523_Title,Do Echoids Dream of Electric Sheep?,Do Echoids Dream of Electric Sheep?
next stop,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Activity_103000003_Title,Next Stop: Rinascita,Next Stop: Rinascita
new map,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Activity_little_Title_3,New Map,New Map
new area,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Activity_little_Title_4,New Area,New Area
reward event,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Activity_little_Title_9,Reward Event,Reward Event
co-op event,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Activity_little_Title_10,Co-op Event,Co-op Event
unlocked at,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,BirthdaySet_OpenCondition_Tips,Unlocked at Cấp Liên Minh 2,Unlocked at Union Level 2
spindrift task,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Activity_105100001_QuestList_Desc,Spindrift Task,Spindrift Task
duelist challenge,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,PhantomArenaChallengeDetailTabView_Name,Duelist Challenge,Duelist Challenge
fast track event,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Activity_103000003_Title_0,Nhiệm Vụ Chính Fast Track Event,Main Quest Fast Track Event
limited-time special,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Activity_102000003_Title,Limited-Time Special Login Event,Limited-Time Special Login Event
login event,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Activity_102000003_Title,Limited-Time Special Login Event,Limited-Time Special Login Event
previous message not,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Activity_ArtemisChatLockedTips_1,Previous message not deciphered yet,Previous message not deciphered yet
new wavesline messages,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Activity_ArtemisChatLockedTips_2,Không new WavesLine messages,No new WavesLine messages
unknown message detected,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Activity_ArtemisChatFixTips_1,Unknown Message Detected,Unknown Message Detected
deciphering complete,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Activity_ArtemisChatFixTips_3,Deciphering Complete,Deciphering Complete
test server training,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Activity_103300002_Title,Test Server Training Ground,Test Server Training Ground
and other,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Mail_Refund_1001,And Other Vật phẩm,And Other Items
daily necessities from,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,NPC_HZ_100_10,Daily necessities from Jinzhou,Daily necessities from Jinzhou
i'm so sorry,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Side_CFYW_3_29,"Oh, I'm so sorry…","Oh, I'm so sorry…"
the globe,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Character_ChangLi_66_3,As Lament engulfed the globe,As Lament engulfed the globe
she must endure,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Character_ChangLi_66_9,Nhưng she must endure,But she must endure
to ignite a,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Character_ChangLi_66_10,To ignite a brighter tomorrow,To ignite a brighter tomorrow
about grandpa zou,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Character_ChangLi_84_2,About Grandpa Zou…,About Grandpa Zou…
about changli's future,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Character_ChangLi_87_2,About Changli's future plans…,About Changli's future plans…
shake your head,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,RG_WuWangZhe_10_2,*Shake your head*,*Shake your head*
what was that,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Heihaian_main_1_3_2403_8,What was that…,What was that…
not you again,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Heihaian_main_1_3_25_2,Not you again…,Not you again…
but i'm good,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Heihaian_main_1_3_2613_12,"Cảm ơn, but I'm good…","Thank you, but I'm good…"
the show ended,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Character_Encore_35_14,The show ended,The show ended
at the last,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Character_Encore_35_31,At the last show,At the last show
this far,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Heihaian_main_1_3_12_6,It's already spread this far…,It's already spread this far…
what happened in,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Heihaian_main_1_3_17_70,What happened in that city…,What happened in that city…
that city,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Heihaian_main_1_3_17_70,What happened in that city…,What happened in that city…
try to touch,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Heihaian_main_1_3_22_5,(Try to touch a key),(Try to touch a key)
y-yes,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Heihaian_main_1_3_32_7,Y-yes…,Y-yes…
reach out your,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Heihaian_main_1_3_46_2,(Reach out your hand),(Reach out your hand)
it razes cities,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Heihaian_main_1_3_50_3,It razes cities,It razes cities
the building collapsed,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Heihaian_main_1_3_6_4,The building collapsed…,The building collapsed…
remember it all,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Heihaian_main_1_3_8_28,Remember… Remember it all…,Remember… Remember it all…
what happened here,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Heihaian_main_1_3_8_40,What happened here…,What happened here…
i've felt this,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Character_chun_1_31,I've felt this way before…,I've felt this way before…
way before,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Character_chun_1_31,I've felt this way before…,I've felt this way before…
this blake bloom,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Character_chun_11_1,This Blake Bloom is…,This Blake Bloom is…
is,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Character_chun_11_1,This Blake Bloom is…,This Blake Bloom is…
camellya and i,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Character_chun_23_2,Camellya and I got separated…,Camellya and I got separated…
ve lost your,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Character_chun_6_9,Bạn've lost your memory too…,You've lost your memory too…
then meet me,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Character_chun_18_3,I'll catch… then meet me…,I'll catch… then meet me…
sys-system reeee,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,MAIN_YGDX_78_2,SYS-SYSTEM REEEE-B-B-BOOT R-R-R-E-E-Q-Q-Q-U-I-R-E-E-D-D,SYS-SYSTEM REEEE-B-B-BOOT R-R-R-E-E-Q-Q-Q-U-I-R-E-E-D-D
input detected,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,GNNPC_SBDTCD2_4_6,Giọng nói input detected…,Voice input detected…
heavy gunfire and,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,GNNPC_SBDTCD2_7_2,*Heavy gunfire and explosions*,*Heavy gunfire and explosions*
gunfire and explosions,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,GNNPC_SBDTCD2_7_6,*Gunfire and explosions intensify*,*Gunfire and explosions intensify*
we be in,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,EVENT_SBGYWYCD_30_1,♪Hustlin' n' Bangin' we be in da rap game♪,♪Hustlin' n' Bangin' we be in da rap game♪
send the photo,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Side_LGNPZ_2_8,Send the photo,Send the photo
about this captain,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Brant_11_2,About this captain thing…,About this captain thing…
there's something there,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Brant_13_7,"Look, there's something there…","Look, there's something there…"
look over there,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Brant_27_1,"Captain, look over there…","Captain, look over there…"
wh-what's that,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Brant_31_7,Wh-what's that strange noise…,Wh-what's that strange noise…
or when he,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Brant_52_10,Or when he vanished…,Or when he vanished…
it says,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Brant_65_1,It says…,It says…
the golden rule,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Brant_65_8,The golden rule…,The golden rule…
the gold,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Brant_68_1,The gold… My gold…,The gold… My gold…
my gold,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Brant_68_1,The gold… My gold…,The gold… My gold…
my grand cause,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Brant_68_3,Treasure… My grand cause… Không…,Treasure… My grand cause… No…
we fly,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Rococo_68_1,Beyond high walls we fly,Beyond high walls we fly
through mist where,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Rococo_68_2,Through mist where dangers lie,Through mist where dangers lie
the sea,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Rococo_68_12,Illusions rise beneath the sea,Illusions rise beneath the sea
fretful and depressed,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Guid_ZJAWNL_15_2,*Fretful and depressed cry*,*Fretful and depressed cry*
choose one,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Cantarella_15_8,(Choose one),(Choose one)
with a false,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Cantarella_122_2,with a false hope,with a false hope
was said to,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Cantarella_122_4,was said to be here,was said to be here
be here,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Cantarella_122_4,was said to be here,was said to be here
we dived into,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Cantarella_122_5,We dived into darkness,We dived into darkness
choked down fear,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Cantarella_122_6,Choked down fear,Choked down fear
the elixir,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Cantarella_122_10,The elixir,The elixir
was our blood,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Cantarella_122_11,was our blood and tears,was our blood and tears
and tears,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Cantarella_122_11,was our blood and tears,was our blood and tears
yet the bane,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Cantarella_122_12,Yet the bane,Yet the bane
gave us sweet,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Cantarella_122_13,gave us sweet dreams,gave us sweet dreams
through the shadows,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Cantarella_122_15,Through the shadows,Through the shadows
we reached the,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Cantarella_122_16,we reached the end,we reached the end
about hebenon,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Cantarella_91_1,About Hebenon…,About Hebenon…
and mandragora,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Character_Cantarella_91_2,And Mandragora…,And Mandragora…
pizza classica required,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,FlowEditor_145000002_5913,Pizza Classica required,Pizza Classica required
pizza tropicale required,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,FlowEditor_145000002_5915,Pizza Tropicale required,Pizza Tropicale required
laurus salad required,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,FlowEditor_145000002_5917,Laurus Salad required,Laurus Salad required
take the painting,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Side_AWNLBC_3_3,(Take the painting),(Take the painting)
everyone,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,MAIN_RYAM_19_26,"Alright, everyone…","Alright, everyone…"
before we go,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,MAIN_RYAM_2_8,Nhưng before we go…,But before we go…
my fiction,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,MAIN_YGDX_17_11,"Dream deeply in my fiction,","Dream deeply in my fiction,"
as past and,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,MAIN_YGDX_17_22,"As past and present intertwine,","As past and present intertwine,"
what fate,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,MAIN_YGDX_17_23,"What fate,","What fate,"
we fear no,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,MAIN_YGDX_17_30,"We fear no death,","We fear no death,"
for the nobility,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,MAIN_YGDX_17_44,"For the nobility you seek,","For the nobility you seek,"
you seek,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,MAIN_YGDX_17_44,"For the nobility you seek,","For the nobility you seek,"
race to the,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,MAIN_YGDX_35_4,"Race to the finish,","Race to the finish,"
if only father,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Guid_ZLZH_4_13,If only Father would realize—,If only Father would realize—
would realize,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Guid_ZLZH_4_13,If only Father would realize—,If only Father would realize—
the celestial,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,BVBHD_5_22,The Celestial,The Celestial
the almighty,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,BVBHD_5_24,The Almighty,The Almighty
the quietus,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,BVBHD_5_25,The Quietus,The Quietus
show him your,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Side_STDHYWB_11_7,(Show him your wealth),(Show him your wealth)
just one more,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Side_TLWFPB_20_2,Just one more try,Just one more try
your friends are,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,GNNPC_SYSTCDY_1_9,Your friends are…,Your friends are…
so you are,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,GNNPC_SYSTCDY_1_13,So you are already…,So you are already…
tell it about,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,GNNPC_SYSTCDY_2_2,(Tell it about the party),(Tell it about the party)
the party,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,GNNPC_SYSTCDY_2_2,(Tell it about the party),(Tell it about the party)
don't leave me,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Guid_SYZY_20_5,Please… don't leave me alone…,Please… don't leave me alone…
these facilities,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,XJZM_26_1,These facilities…,These facilities…
i've always been,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,XJZM_29_4,I've always been… a coward…,I've always been… a coward…
about that customer,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Guid_LMYY_2_7,About that customer…,About that customer…
that,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Guid_LMYY_6_8,If Namipon hears that…,If Namipon hears that…
pet the cat,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,EVENT_SBGYWYCD_21_2,(Pet the cat),(Pet the cat)
old fossil,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,SDLZXXBST_17_4,Bạn old fossil—,You old fossil—
th-that sounds,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,Side_YJYCZNPCST_4_3,Th-that sounds… really scary…,Th-that sounds… really scary…
about my uniform,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,XJXYSDJ_2_2,"Xin lỗi, about my uniform…","Excuse me, about my uniform…"
really should stop,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,XJXYSDJ_53_2,Bạn really should stop drinking…,You really should stop drinking…
this is such,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,TWTPOIZX_14_1,This is such a mess…,This is such a mess…
outcast camp photo,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,SideLLZX_9_1,Outcast Camp Photo,Outcast Camp Photo
time capsule delivery,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0046.json,BGYDGDSJ_120_6,"Kiểm tra quyền ảnh đại diện, chọn ""Time Capsule Delivery"" và gắn thẻ chủ đề sự kiện…","Check portrait permissions, select ""Time Capsule Delivery,"" and tag the event theme…"
welcome aboard the,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0046.json,MAIN_YHX_36_1,Welcome aboard the SkkkyyyyArrrrrrk—,Welcome aboard the SkkkyyyyArrrrrrk—
this lettering,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0046.json,MAIN_RGLC_34_2,This lettering—,This lettering—
we just wanted,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0048.json,FGGQDJX_10_2,"Actually, we just wanted to—","Actually, we just wanted to—"
to the realm,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0048.json,DYHD_2501_3,To the realm beyond,To the realm beyond
first meeting,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0049.json,Flow_139000014_2169,First Meeting,First Meeting
story omitted,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0049.json,Flow_122000001_199,(story omitted),(story omitted)
enter password,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0049.json,Side_DXTS_4_3,Enter Password,Enter Password
about pioneer association,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0049.json,GNNPC_LGNC_1_3,About Pioneer Association,About Pioneer Association
with enhancements,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0049.json,Entity_02443043f12574ed29adab11edac76073f0bd6ae6c09f36f7b2e83eea60706a3,Into the dream with Enhancements,Into the dream with Enhancements
cruisewing finish circle,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0050.json,Entity_095184dd5581544cbf5ee181af3a050cccfd85e20b48e06fa4e44a480c94f99d,Cruisewing Finish Circle,Cruisewing Finish Circle
the corrupted core,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0050.json,Entity_0e23100a382a0f4f4817e17320c3f5c1ed82f82bd1127025f551d2a52711d6cb,The Corrupted Core,The Corrupted Core
about rongqing,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0050.json,Entity_161516102d5b73ad93109762a64b35ca26be81b0cbff1044183f6133b528e1fd,About Rongqing,About Rongqing
rider weapon,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0050.json,Entity_1769f4886ea9621ad6cb2790692e2e4cb024238f787da205f2f601dbd43e3a16,Rider Weapon,Rider Weapon
enter tidal defense,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0050.json,Entity_1ad93f3e6287d72b1acbfe71326b29e42c11d890351bd00dede07f5d96b54284,Enter Tidal Defense Simulator,Enter Tidal Defense Simulator
male bloom bearer,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0050.json,Entity_1aed1e9337d01af2138016251057c1f70a2066fda104af96567bc0d7e7195283,Male Bloom Bearer,Male Bloom Bearer
coffin the fisherman,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0051.json,Entity_244027fa2311f6128097106e25e0bedfe35d26b789a4c7c0e3338124c1b0c64c,Coffin the Fisherman,Coffin the Fisherman
enter somnoire,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0051.json,Entity_261b268d57e66309699d96785cbe25ba285e8dc336231953af8047491f599275,Enter Somnoire,Enter Somnoire
test generator,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0051.json,Entity_292359b597795e952e11537282571ac832c8fa6c1e6ea692eb9e4bcb4d147688,Path-driven Actor Test Generator,Path-driven Actor Test Generator
