phrase,count,sample_file,sample_key,sample_translation,sample_source
first clear completed,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,DarkShoreBossRewardGet,First Clear Completed,First Clear Completed
nightmares have sealed,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,RogueHeiMao _002_Text,Nightmares Have Sealed Your Strengths,Nightmares Have Sealed Your Strengths
your strengths,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,RogueHeiMao _002_Text,Nightmares Have Sealed Your Strengths,Nightmares Have Sealed Your Strengths
nightmares have trapped,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,RogueHeiMao_004_Text,Nightmares Have Trapped Your Companions,Nightmares Have Trapped Your Companions
your companions,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,RogueHeiMao_004_Text,Nightmares Have Trapped Your Companions,Nightmares Have Trapped Your Companions
about zhezhi,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,FavorWord_150417_Title,About Zhezhi,About Zhezhi
time taken,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,WorldRun_Settlement,Time Taken,Time Taken
rinascita ngay,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,DirectTrainActivity_Tip_Title,Đến Rinascita ngay?,Head to Rinascita directly?
the envoys' roll,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,MapTravelType3_Text,The Envoys' Roll,The Envoys' Roll
the waves play,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,PhonographMusic_Name08_Text,The Waves Play On,The Waves Play On
the last knight,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,MapTravelTaskName_19,"Hoàn thành Nhiệm Vụ Phụ ""The Last Knight""","Complete Side Quest ""The Last Knight"""
the best audience,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,MapTravelTaskName_20,"Hoàn thành Nhiệm Vụ Phụ ""The Best Audience""","Complete Side Quest ""The Best Audience"""
where wind returns,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,MapTravelTaskName_27,"Hoàn thành Nhiệm Vụ Thám Hiểm ""Where Wind Returns to Celestial Realms""","Complete Exploration Quest ""Where Wind Returns to Celestial Realms"""
to celestial realms,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,MapTravelTaskName_27,"Hoàn thành Nhiệm Vụ Thám Hiểm ""Where Wind Returns to Celestial Realms""","Complete Exploration Quest ""Where Wind Returns to Celestial Realms"""
trials of old,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,MapTravelTaskName_33,"Hoàn thành Nhiệm Vụ Phụ ""Trials of Old""","Complete Side Quest ""Trials of Old"""
stage in the,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,FavorRoleInfo_1606_TalentName,Stage in the Box,Stage in the Box
art's return,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,FavorGoods_110701_Title,Art's Return,Art's Return
old ticket,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,FavorStory_160603_Title,Old Ticket,Old Ticket
about francesco,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,FavorWord_110717_Title,About Francesco,About Francesco
the exiles i,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,AreaReportTitle_Text13,Criminal Sociology: The Exiles I,Criminal Sociology: The Exiles I
the exiles ii,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,AreaReportTitle_Text14,Criminal Sociology: The Exiles II,Criminal Sociology: The Exiles II
the hollow space,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,TowerDefence_300010_PhantomTitle,White: The Hollow Space,White: The Hollow Space
the indifferent soul,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,TowerDefence_300020_PhantomTitle,Blue: The Indifferent Soul,Blue: The Indifferent Soul
the furious roar,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,TowerDefence_300040_PhantomTitle,Orange: The Furious Roar,Orange: The Furious Roar
the warning sign,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,TowerDefence_300050_PhantomTitle,Yellow: The Warning Sign,Yellow: The Warning Sign
the false appearance,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,TowerDefence_300060_PhantomTitle,Green: The False Appearance,Green: The False Appearance
the destructive force,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,TowerDefence_300070_PhantomTitle,Red: The Destructive Force,Red: The Destructive Force
the insincere face,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,TowerDefence_300080_PhantomTitle,Grey: The Insincere Face,Grey: The Insincere Face
the mysterious flame,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,TowerDefence_300090_PhantomTitle,Purple: The Mysterious Flame,Purple: The Mysterious Flame
beyond the crimson,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,DungeonDetection_2041_Name,Thử Thách Hàng Tuần: Beyond the Crimson Curtain,Weekly Challenge: Beyond the Crimson Curtain
bell of archaic,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,SilentAreaDetection_340000020_Name,Thử Thách Hàng Tuần: Bell of Archaic Chants,Weekly Challenge: Bell of Archaic Chants
save as preset,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,VisionAssembleSave,Save As Preset,Save As Preset
trong glamour couture,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,LongShanTask_1701_TaskName,Hoàn thành Thử Thách Thử Thách trong Glamour Couture,Complete Trial Challenge in Glamour Couture
trong starry night,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,LongShanTask_1901_TaskName,Đạt 2.000 điểm trong Starry Night Over Ragunna của Although Colors Have Không Form,"Obtain 2,000 points in Starry Night Over Ragunna of Although Colors Have No Form"
trong pilgrim in,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,LongShanTask_1902_TaskName,Đạt 4.400 điểm trong Pilgrim in the Sea of Fog của Although Colors Have Không Form,"Obtain 4,400 points in Pilgrim in the Sea of Fog of Although Colors Have No Form"
the sea of,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,LongShanTask_1902_TaskName,Đạt 4.400 điểm trong Pilgrim in the Sea of Fog của Although Colors Have Không Form,"Obtain 4,400 points in Pilgrim in the Sea of Fog of Although Colors Have No Form"
trong faith leading,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,LongShanTask_1903_TaskName,Đạt 4.400 điểm trong Faith Leading the People của Although Colors Have Không Form,"Obtain 4,400 points in Faith Leading the People of Although Colors Have No Form"
the people,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,LongShanTask_1903_TaskName,Đạt 4.400 điểm trong Faith Leading the People của Although Colors Have Không Form,"Obtain 4,400 points in Faith Leading the People of Although Colors Have No Form"
preset name,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,VisionAssembleSaveTips,Preset Name,Preset Name
basic hull,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,Fishing_TechName1,Basic Hull,Basic Hull
fishing area,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,Fishing_Area,Fishing Area,Fishing Area
first entry fame,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,Fishing_AddCount,First Entry Fame,First Entry Fame
fishing time,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,Fishing_QTE_Start,Fishing Time,Fishing Time
not recorded,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FishingItemLockState,Not Recorded,Not Recorded
trong index,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,Fishing_ActivityTarget_12601080,Mở khóa 5 mục trong Index,Unlock 5 entries in the Index
gotta go fast,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,LianjiPaokuEvaluation_04_Title,Gotta Go Fast,Gotta Go Fast
the outsider,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,LianjiPaokuEvaluation_07_Title,The Outsider,The Outsider
highest ranking of,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,LianjiPaoku_Top_Rank,Highest Ranking of the Stage,Highest Ranking of the Stage
the stage,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,LianjiPaoku_Top_Rank,Highest Ranking of the Stage,Highest Ranking of the Stage
the initial treasure,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorGoods_120601_Title,The Initial Treasure,The Initial Treasure
the world's his,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorGoods_120602_Title,Tất cả the World's His Stage,All the World's His Stage
testament to a,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorGoods_120603_Title,Testament to a Captain,Testament to a Captain
at the tavern,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorStory_120601_Title,An Improvised Afternoon at the Tavern,An Improvised Afternoon at the Tavern
when fools sing,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorStory_120602_Title,"Dusk, When Fools Sing","Dusk, When Fools Sing"
door-smashing axe,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,TowerDefence_400050_PhantomTitle,Door-smashing Axe,Door-smashing Axe
any dock,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,Fishing_AnyWharf,Any Dock,Any Dock
co-op ranking,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,OnlineGymnasium_OnlineListName,Co-op Ranking,Co-op Ranking
full-speed mode,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,PreDownload_SpeedMode,Full-Speed Mode,Full-Speed Mode
knocked out count,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,OnlineGymnasium_RoleDeadCount,Knocked Out Count:,Knocked Out Count:
cluster effect i,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelDebuff_10040051_BuffName,Cluster Effect I,Cluster Effect I
cluster effect ii,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelDebuff_10040052_BuffName,Cluster Effect II,Cluster Effect II
cluster effect iii,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelDebuff_10040053_BuffName,Cluster Effect III,Cluster Effect III
ranged only,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelDebuff_10000041_BuffName,Ranged Only,Ranged Only
saturation attack,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelTower_BuffTitle_3,Saturation Attack,Saturation Attack
complete boat racing,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,Seminary_302_TaskName,Complete Boat Racing I,Complete Boat Racing I
complete ace wings,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,Seminary_303_TaskName,Complete Ace Wings II,Complete Ace Wings II
test i,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,LongShanStage_Title25,Test I,Test I
test ii,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,LongShanStage_Title26,Test II,Test II
test iii,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,LongShanStage_Title27,Test III,Test III
test iv,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,LongShanStage_Title28,Test IV,Test IV
for herself,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorStory_140705_Title,"For Herself, Cô ấy Shall Sing","For Herself, She Shall Sing"
the one behind,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,XKAVG_ChapterResultTitle_01_01,The One Behind,The One Behind
done by proxy,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,XKAVG_ChapterResultTitle_01_03,Done By Proxy,Done By Proxy
the cursed poems,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,XKAVG_ChapterResultTitle_04_02,The Cursed Poems,The Cursed Poems
replay entire story,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,Xkjsx_Chapter_Start,Replay Entire Story,Replay Entire Story
the merry fool,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,EpithetName_Role_28,The Merry Fool,The Merry Fool
night aflame,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,EpithetName_Role_32,Night Aflame,Night Aflame
story node,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,XKAVG_SystemTitle_01,Story Node,Story Node
sau zani,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,Achievement_200327_Name,Đứng sau Zani!,Stand Behind Zani!
i will become,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,Achievement_200328_Name,I Will Become Fear,I Will Become Fear
token of radiance,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,ItemInfo_72010035_Name,Token of Radiance,Token of Radiance
wreck-it cube,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,Achievement_400124_Name,Wreck-it Cube,Wreck-it Cube
the vanguard gale,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,EpithetName_Role_34,The Vanguard Gale,The Vanguard Gale
not locked,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,AbyssItem_UnLock1,Not Locked,Not Locked
new deck,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,PhantomBattle_1038,New Deck,New Deck
last deck,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,PhantomBattle_1040,Last Deck,Last Deck
qua modulation,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,PhantomBattle_1066,Chi phí 3 Echo chỉ có thể triển khai thông qua Modulation,Cost 3 Echoes can only be deployed through Modulation
the ironheart,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,PhantomBattleGym_Name_1,The Ironheart,The Ironheart
the splendent,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,PhantomBattleGym_Name_2,The Splendent,The Splendent
the lifespring,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,PhantomBattleGym_Name_3,The Lifespring,The Lifespring
the dustbound,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,PhantomBattleGym_Name_4,The Dustbound,The Dustbound
the nightmare,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,PhantomBattleGym_Name_5,The Nightmare,The Nightmare
the firebrand,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,PhantomBattleGym_Name_6,The Firebrand,The Firebrand
i'm on fire,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,OnlineGymnasium_RoleDamage_Title1,I'm On Fire,I'm On Fire
i'm down,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,OnlineGymnasium_RoleDeadCount_Title1,I'm Down Nhưng Alive,I'm Down But Alive
my name is,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,OnlineGymnasium_RoleExtremeDodge_Title3,My Name Is Shadow,My Name Is Shadow
armor up,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,OnlineGymnasium_RoleShieldResist_Title1,Armor Up,Armor Up
the knight's faded,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0090.json,FavorStory_140901_Title,The Knight's Faded Hours,The Knight's Faded Hours
echoes of turbulent,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0090.json,FavorWord_140984_Content,Echoes of turbulent waves…,Echoes of turbulent waves…
waves,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0090.json,FavorWord_140984_Content,Echoes of turbulent waves…,Echoes of turbulent waves…
old medal,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0090.json,FavorGoods_120701_Title,Old Medal,Old Medal
mini ta-da,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0090.json,FavorGoods_120703_Title,Mini Ta-da Figurines,Mini Ta-da Figurines
the lone wolf,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0090.json,FavorStory_120703_Title,The Lone Wolf,The Lone Wolf
about mya,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0090.json,FavorWord_120718_Title,About Mya,About Mya
the search,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0090.json,StoryReview_Katixiya_2_Title,The Search,The Search
the last fight,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0090.json,StoryReview_Lupa_BPart_4_Title,The Last Fight,The Last Fight
the death defier,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0090.json,EpithetName_Role_35,The Death Defier,The Death Defier
new card frame,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0090.json,PhantomBattle_1090,New Card Frame,New Card Frame
time mailbox,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0090.json,Farm_Toy17,Time Mailbox,Time Mailbox
add-on,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0090.json,Farm_Skill1,Blessing: Add-on,Blessing: Add-on
the duelist's path,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0090.json,PhantomBattleBadgeGroupName_2,The Duelist's Path,The Duelist's Path
new resonator tactics,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0090.json,PhantomBattle_1120,New Resonator Tactics,New Resonator Tactics
complete hero's rend,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,QIQiuTask_3404_TaskName,Complete Hero's Rend II,Complete Hero's Rend II
capitoline trong,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,Condition_13031027_Description,"Đến Đồi Capitoline trong Nhiệm Vụ Chính ""Bóng Tối Vinh Quang""","Reach Capitoline Hilltop in the Main Quest ""Shadow of Glory"""
guide me,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,Achievement_400138_Name,"Heart of the Cards, Guide Me","Heart of the Cards, Guide Me"
save plan,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,PhantomProject_SaveButton01,Save Plan,Save Plan
save only,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,PhantomProject_SaveButton03,Save Only,Save Only
disable only,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,PhantomProject_CleanPlan_Des_2,Disable Only,Disable Only
exit anyway,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,PhantomProject_ExitModifyConfirm_Des_3,Exit Anyway,Exit Anyway
my plan code,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,PhantomProject_ShareImport_Des_2,My Plan Code,My Plan Code
basic gradation dream,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,Farm_BagRace1Name1,Basic Gradation Dream Box,Basic Gradation Dream Box
basic devouring dream,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,Farm_BagRace2Name1,Basic Devouring Dream Box,Basic Devouring Dream Box
basic exchange dream,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,Farm_BagRace3Name1,Basic Exchange Dream Box,Basic Exchange Dream Box
basic dream integration,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,Farm_BagRace4Name1,Basic Dream Integration Box,Basic Dream Integration Box
enter dreamland,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,Farm_NewGame,Enter Dreamland,Enter Dreamland
the the nevermore,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,EpithetName_Role_37,The The Nevermore,The Nevermore
stacking liberation,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,WeRougeBuffTriggerNameStacks,Stacking Liberation,Stacking Liberation
slow time,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,WeRougeBuffTriggerNameSlowDown,Slow Time,Slow Time
symphony of beyond,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,FavorRoleInfo_1608_TalentName,Symphony of Beyond,Symphony of Beyond
song of red,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,FavorStory_160801_Title,Song of Red and Black,Song of Red and Black
and black,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,FavorStory_160801_Title,Song of Red and Black,Song of Red and Black
the perfect gap,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,FavorStory_160804_Title,The Perfect Gap,The Perfect Gap
afterlife and beyond,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,FavorStory_160805_Title,Afterlife and Beyond,Afterlife and Beyond
about cristoforo,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,FavorWord_160814_Title,About Cristoforo,About Cristoforo
the dark days,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,PhotographHandBook_74_Name,The Dark Days Are Over,The Dark Days Are Over
are over,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,PhotographHandBook_74_Name,The Dark Days Are Over,The Dark Days Are Over
as foretold,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,PhotographHandBook_78_Name,As Foretold,As Foretold
the heroes,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,PhotographHandBook_81_Name,The Heroes,The Heroes
where sun burns,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,PhotographHandBook_82_Name,Where Sun Burns Brightest,Where Sun Burns Brightest
save available,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,TrapDefenseLevelCanSaveTitle,Save Available,Save Available
khai cost,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,TowerDefense_BuildingAttr_Cost,Triển khai Cost,Deployment Cost
preparation phase wave,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,ErrorCode_2200090_Text,Preparation phase wave chưa được cấu hình,Preparation phase wave not configured
trong wave,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,ErrorCode_2200092_Text,Dữ liệu Tacet Discord trùng lặp trong wave,Duplicate Tacet Discord data in the wave
combat machine trong,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,ErrorCode_2200094_Text,Không tìm thấy thực thể Combat Machine trong hệ thống lưới,Combat Machine entity not found in grid system
khai combat machine,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,ErrorCode_2200151_Text,Đã đạt giới hạn triển khai Combat Machine,Combat Machine deployment cap reached
