en_source,vn_translate,loi_du_doan
"Unique Effect: When the Resonator is in the Boost state, attacking continuously increases their ATK by <color=Highlight>{0}</color> and Max HP by <color=Highlight>{1}</color> for <color=Highlight>{3}</color>s, stacking up to <color=Highlight>{2}</color> times.","Hiệu ứng Đặc biệt: Khi Resonator ở trạng thái Boost, tấn công liên tục sẽ tăng ATK thêm <color=Highlight>{0}</color> và Max HP thêm <color=Highlight>{1}</color> trong <color=Highlight>{3}</color> giây, cộng dồn tối đa <color=Highlight>{2}</color> lần.",C?n ti?ng Anh nghi v?n: Boost; Max | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.286 | M?c ??: 11.86
Defeat 2 Chop Chops in a row within 15s: {挑战2统计}/15,Tiêu diệt liên tiếp 2 Chop Chop trong 15 giây: {挑战2统计}/15,C?n ti?ng Anh nghi v?n: Chop | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 11.67
Defeat 2 Chop Chops in a row within 15s: {挑战2统计}/15,Tiêu diệt liên tiếp 2 Chop Chop trong 15 giây: {挑战2统计}/15,C?n ti?ng Anh nghi v?n: Chop | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 11.67
Defeat 2 Chop Chops in a row within 15s: {挑战2统计}/15,Tiêu diệt liên tiếp 2 Chop Chop trong 15 giây: {挑战2统计}/15,C?n ti?ng Anh nghi v?n: Chop | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 11.67
Defeat 2 Chop Chops in a row within 15s: {挑战2统计}/15,Tiêu diệt liên tiếp 2 Chop Chop trong 15 giây: {挑战2统计}/15,C?n ti?ng Anh nghi v?n: Chop | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 11.67
QTE Orbs generated in the field will grant QTE buffs when picked up,Các Quả Cầu QTE xuất hiện trên chiến trường sẽ cấp hiệu ứng QTE khi nhặt lên,C?n ti?ng Anh nghi v?n: QTE | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 11.67
Goal 2: Defeat 2 Chop Chops in a row within 15s,Mục tiêu 2: Đánh bại 2 Chop Chop liên tiếp trong vòng 15 giây,C?n ti?ng Anh nghi v?n: Chop | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 11.67
"Annis, O' Annis… the light in despair, the angel from the mirage…","Annis, ôi Annis… ánh sáng trong tuyệt vọng, thiên thần từ ảo ảnh…",C?n ti?ng Anh nghi v?n: Annis | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 11.67
Flare Crest & Flare Stone,Huy Hiệu Flare & Đá Flare,C?n ti?ng Anh nghi v?n: Flare | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 11.67
Resonance IV-IV,Resonance IV-IV,C?n ti?ng Anh nghi v?n: IV | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 11.67
Resonance IV-IV,Resonance IV-IV,C?n ti?ng Anh nghi v?n: IV | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 11.67
Resonance IV-IV,Resonance IV-IV,C?n ti?ng Anh nghi v?n: IV | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 11.67
Resonance IV-IV,Resonance IV-IV,C?n ti?ng Anh nghi v?n: IV | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 11.67
"Unique Effect: When Stability reaches the Critical State, all Resonators in the team gain a Shield equal to <color=Highlight>{0}</color> of the Max HP and become immune to Stability DMG for <color=Highlight>{1}</color>s. This effect can only be triggered <color=Highlight><SapTag=2>{2}</SapTag></color> {Cus:Sap,S=time P=times SapTag=2} per exploration.","Hiệu ứng Đặc biệt: Khi Độ Stability đạt trạng thái Nguy Kịch, tất cả Resonators trong đội sẽ nhận Shield tương đương <color=Highlight>{0}</color> HP tối đa và miễn nhiễm với sát thương Độ Stability trong <color=Highlight>{1} giây</color>. Hiệu ứng này chỉ có thể kích hoạt <color=Highlight><SapTag=2>{2}</SapTag></color> {Cus:Sap,S=lần P=lần SapTag=2} mỗi lần thám hiểm.",C?n ti?ng Anh nghi v?n: Shield; Stability | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.333 | M?c ??: 11.33
"Unique Effect: When Stability reaches the Critical State, all Resonators in the team gain a Shield equal to <color=Highlight>{0}</color> of the Max HP and become immune to Stability DMG for <color=Highlight>{1}</color>s. This effect can only be triggered <color=Highlight><SapTag=2>{2}</SapTag></color> {Cus:Sap,S=time P=times SapTag=2} per exploration.","Hiệu ứng Đặc biệt: Khi Độ Stability đạt trạng thái Nguy Kịch, tất cả Resonators trong đội sẽ nhận Shield tương đương <color=Highlight>{0}</color> HP tối đa và miễn nhiễm với sát thương Độ Stability trong <color=Highlight>{1} giây</color>. Hiệu ứng này chỉ có thể kích hoạt <color=Highlight><SapTag=2>{2}</SapTag></color> {Cus:Sap,S=lần P=lần SapTag=2} mỗi lần thám hiểm.",C?n ti?ng Anh nghi v?n: Shield; Stability | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.333 | M?c ??: 11.33
Huanglong Echo Dataset - S,Huanglong Echo Dataset - S,C?n ti?ng Anh nghi v?n: Dataset; S | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Huanglong Echo Dataset - M,Huanglong Echo Dataset - M,C?n ti?ng Anh nghi v?n: Dataset; M | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Huanglong Echo Dataset - L,Huanglong Echo Dataset - L,C?n ti?ng Anh nghi v?n: Dataset; L | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Huanglong Echo Dataset - XL,Huanglong Echo Dataset - XL,C?n ti?ng Anh nghi v?n: Dataset; XL | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Drag Electro Predator to the Backline of Deployment Zone,Kéo Electro Predator vào Hàng Backline của Vùng Triển Khai,C?n ti?ng Anh nghi v?n: Backline; Predator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Have Sabyr Boar stun itself from ramming 2 times: {挑战2统计}/2,Để Sabyr Boar tự choáng bản thân sau khi húc 2 lần: {挑战2统计}/2,C?n ti?ng Anh nghi v?n: Boar; Sabyr | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Have Sabyr Boar stun itself from ramming 2 times: {挑战2统计}/2,Để Sabyr Boar tự choáng bản thân sau khi húc 2 lần: {挑战2统计}/2,C?n ti?ng Anh nghi v?n: Boar; Sabyr | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Cannnot deploy Combat Machines in current phase,Không thể triển khai Combat Machines ở giai đoạn hiện tại,C?n ti?ng Anh nghi v?n: Combat; Machines | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Cannnot recall Combat Machines in current phase,Không thể thu hồi Combat Machines ở giai đoạn hiện tại,C?n ti?ng Anh nghi v?n: Combat; Machines | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Place the Cherry Blossom Bonsai,Place cây Bonsai Hoa Anh Đào,C?n ti?ng Anh nghi v?n: Bonsai; Place | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Daily Lahai-Roi Castaway VI,Nhiệm vụ hàng ngày Lahai-Roi Castaway VI,C?n ti?ng Anh nghi v?n: Castaway; Lahai | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Go check the Echo Display Stand,Đến kiểm tra Echo Display Stand đi,C?n ti?ng Anh nghi v?n: Display; Stand | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
"""Rover"" of the Past","""Rover"" of the Past",C?n ti?ng Anh nghi v?n: of; Past | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Protect the telephone before the countdown ends,Protect the telephone trước khi đếm ngược kết thúc,C?n ti?ng Anh nghi v?n: Protect; telephone | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Protect the telephone before the countdown ends,Protect the telephone trước khi đếm ngược kết thúc,C?n ti?ng Anh nghi v?n: Protect; telephone | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Data Modify can only be applied to unenhanced 5-Star Echoes,Chỉ có thể Data Modify trên Echoes 5 sao chưa nâng cấp,C?n ti?ng Anh nghi v?n: Data; Modify | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
"Provide 5 pieces of fish to participate in the ""Lucky Draw"" event","Nộp 5 miếng cá để tham gia sự kiện ""Lucky Draw""",C?n ti?ng Anh nghi v?n: Draw; Lucky | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Protect Lenie from the Tacet Discords,Protect Lenie khỏi bọn Tacet Discord,C?n ti?ng Anh nghi v?n: Lenie; Protect | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Drag Electro Predator to the Backline of Deployment Zone,Kéo Electro Predator vào Hàng Backline của Vùng Triển Khai,C?n ti?ng Anh nghi v?n: Backline; Predator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Septimont Weather Forecast VI,Septimont Weather Forecast VI,C?n ti?ng Anh nghi v?n: Forecast; Weather | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Notice Board at the border of Port City of Guixu and the Dim Forest,Thông báo Board tại ranh giới Thành Phố Guixu và Rừng Âm U,C?n ti?ng Anh nghi v?n: Board; Guixu | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
"Investigation Log: ""Treasures of CSC"" Project Incident","Log Điều tra: Sự cố Dự án ""Kho báu CSC""",C?n ti?ng Anh nghi v?n: CSC; Log | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Investigation Report on the Black Shores' Portals,Report Điều tra về Cánh cổng tại Black Shores,C?n ti?ng Anh nghi v?n: Black; Report | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
"<b>The Martyrdom of Blessed Fleurdelys (Unfinished) Act III, Scene 1</b>","<b>Sự Hy Sinh của Thánh Nữ Fleurdelys (Chưa hoàn thành) Màn III, Cảnh 1</b>",C?n ti?ng Anh nghi v?n: Fleurdelys; III | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Message in Picture Book,Tin Nhắn Trong Picture Book,C?n ti?ng Anh nghi v?n: Book; Picture | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Message in Picture Book,Tin Nhắn Trong Picture Book,C?n ti?ng Anh nghi v?n: Book; Picture | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Reach 30% Exploration Progress in all 8 Ragunna regions,Đạt 30% Exploration Progress ở cả 8 khu vực Ragunna,C?n ti?ng Anh nghi v?n: Exploration; Progress | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Obtainable from Lament Recon: Solaris Soldier,Có thể nhận từ Lament Recon: Solaris Soldier,C?n ti?ng Anh nghi v?n: Recon; Soldier | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
"Complete all stages in ""Overdash Club"" event","Hoàn thành tất cả các giai đoạn trong sự kiện ""Overdash Club""",C?n ti?ng Anh nghi v?n: Club; Overdash | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
"Obtain at least 3,000 points in all challenges of Ragunna Weather Forecast",Đạt ít nhất 3.000 điểm trong tất cả thử thách của Ragunna Weather Forecast,C?n ti?ng Anh nghi v?n: Forecast; Weather | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
"Complete Main Quest ""Ode to the Second Sunrise""","Hoàn thành Nhiệm vụ Main ""Khúc Ca Sunrise Thứ Hai""",C?n ti?ng Anh nghi v?n: Main; Sunrise | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
"Claim all rewards in the event ""Lollo Campaign: Implementation""","Nhận tất cả phần thưởng trong sự kiện ""Lollo Campaign: Triển Khai"".",C?n ti?ng Anh nghi v?n: Campaign; Lollo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Medium Tacet Field - Echo,Medium Tacet Field - Echo,C?n ti?ng Anh nghi v?n: Field; Medium | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
"Gladiators of Septimont fight unrestrictedly, wielding stormborne might","Gladiators of Septimont chiến đấu không giới hạn, thi triển sức mạnh bão tố",C?n ti?ng Anh nghi v?n: Gladiators; of | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Please set your date of birth to unlock Birthday Wishes,Vui lòng thiết lập ngày sinh để mở khóa Birthday Wishes,C?n ti?ng Anh nghi v?n: Birthday; Wishes | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
You have collected your Birthday Wishes for this year,Bạn đã nhận Birthday Wishes cho năm nay,C?n ti?ng Anh nghi v?n: Birthday; Wishes | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Lahai-Roi Chapter III: Rabbit Reflected in Shades,Lahai-Roi Chương III: Thỏ Phản Chiếu Trong Bóng Râm,C?n ti?ng Anh nghi v?n: III; Lahai | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Interact with Luuk Herssen after completing the prerequisite event (6:00-8:00),Tương tác với Luuk Herssen sau khi hoàn thành sự kiện tiền đề (6:00-8:00),C?n ti?ng Anh nghi v?n: Herssen; Luuk | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Public Security Bureau Hearing Room,Cục An Ninh Công Cộng Hearing Room,C?n ti?ng Anh nghi v?n: Hearing; Room | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
The Birth of Imperator,The Birth of Imperator,C?n ti?ng Anh nghi v?n: Birth; of | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Dream Patrol: Duo for the Fallen,Dream Patrol: Bộ đôi cho những kẻ sa ngã,C?n ti?ng Anh nghi v?n: Dream; Patrol | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Tactic Points obtained in this stage,Tactic Points đạt được trong giai đoạn này,C?n ti?ng Anh nghi v?n: Points; Tactic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Ruins where Shadows Roam I,Ruins Nơi Bóng Tối Lang Thang I,C?n ti?ng Anh nghi v?n: I; Ruins | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Ruins where Shadows Roam II,Ruins Nơi Bóng Tối Lang Thang II,C?n ti?ng Anh nghi v?n: II; Ruins | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Ruins where Shadows Roam III,Ruins Nơi Bóng Tối Lang Thang III,C?n ti?ng Anh nghi v?n: III; Ruins | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Ruins where Shadows Roam IV,Ruins Nơi Bóng Tối Lang Thang IV,C?n ti?ng Anh nghi v?n: IV; Ruins | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Where Sky is Clear and Glory Shines: Guardian Tower,Nơi Bầu Trời Trong Xanh và Glory Chói Lọi: Tower Bảo Vệ,C?n ti?ng Anh nghi v?n: Glory; Tower | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Ku Block Change Binding Account Verification,Xác minh tài khoản liên kết thay đổi Ku Block,C?n ti?ng Anh nghi v?n: Block; Ku | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Dances For Spring's Return - Unclaimed Rewards,Điệu Nhảy Cho Spring Trở Lại - Unclaimed Rewards,C?n ti?ng Anh nghi v?n: Rewards; Unclaimed | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
You tell Monica what happened in the Port City of Guixu…,Bạn kể cho Monica những gì đã xảy ra ở Thành phố Cảng Guixu…,C?n ti?ng Anh nghi v?n: Guixu; Monica | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
"I know the Black Shores hold many answers for you—your memories, your past…","Ta biết Black Shores chứa đựng nhiều câu trả lời cho ngươi—ký ức, quá khứ của ngươi…",C?n ti?ng Anh nghi v?n: Black; Shores | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
(Arsinosa and the unusual frequency I felt from Lupa are the only leads I've got…),(Arsinosa và tần số bất thường mà tôi cảm nhận được từ Lupa là manh mối duy nhất tôi có…),C?n ti?ng Anh nghi v?n: Arsinosa; Lupa | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Cetus the Tidebreaker guides drowned ships and sailors,Cetus the Tidebreaker dẫn dắt những con tàu và thủy thủ đã chết chìm,C?n ti?ng Anh nghi v?n: Cetus; Tidebreaker | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
5-Star Weapon Supply Chest - Synth Armament,Rương Cung Cấp Vũ Khí 5 Sao - Synth Armament,C?n ti?ng Anh nghi v?n: Armament; Synth | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Rotate the Rock Mirror and melt the left side of the ice block,Xoay Rock Mirror và làm tan phía bên trái khối băng,C?n ti?ng Anh nghi v?n: Mirror; Rock | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Rotate the Rock Mirror and melt the right side of the ice block,Xoay Rock Mirror và làm tan phía bên phải khối băng,C?n ti?ng Anh nghi v?n: Mirror; Rock | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Open the Beyond the Waves Page,Mở trang Beyond the Waves,C?n ti?ng Anh nghi v?n: Beyond; Waves | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Open the Beyond the Waves Page,Mở trang Beyond the Waves,C?n ti?ng Anh nghi v?n: Beyond; Waves | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
I want to deliver Sonance Caskets: Septimont,Tôi muốn giao Sonance Caskets: Septimont,C?n ti?ng Anh nghi v?n: Caskets; Sonance | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Bols Blue in Sparkling Water,Bols Blue trong Nước Có Ga,C?n ti?ng Anh nghi v?n: Blue; Bols | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
I want to deliver Sonance Caskets: Ragunna,Tôi muốn giao Sonance Caskets: Ragunna,C?n ti?ng Anh nghi v?n: Caskets; Sonance | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
You can enable the Invert Y-axis function for Flight in the Settings,Bạn có thể bật chức năng Đảo Ngược Trục Y cho Flight trong Cài Đặt,C?n ti?ng Anh nghi v?n: Flight; Y | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
You can enable the Invert Y-axis function for Flight in the Settings,Bạn có thể bật chức năng Đảo Ngược Trục Y cho Flight trong Cài Đặt,C?n ti?ng Anh nghi v?n: Flight; Y | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
You can enable the Invert Y-axis function for Flight in the Settings,Bạn có thể bật chức năng Đảo Ngược Trục Y cho Flight trong Cài Đặt,C?n ti?ng Anh nghi v?n: Flight; Y | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Dreamland Echoes and Dream Blocks,Dreamland Echoes và Dream Block,C?n ti?ng Anh nghi v?n: Dream; Dreamland | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Lahai-Roi Resonance Beacon,Lahai-Roi Resonance Beacon,C?n ti?ng Anh nghi v?n: Beacon; Lahai | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Drive through the blue screen to enter Owlwatch Hacking,Lái qua màn hình xanh để vào Owlwatch Hacking,C?n ti?ng Anh nghi v?n: Hacking; Owlwatch | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Leave Startorch Academy after arriving,Rời khỏi Startorch Academy sau khi đến nơi,C?n ti?ng Anh nghi v?n: Academy; Startorch | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
"Adelante, Cortado, Spinning in Grace","Adelante, Cortado, Xoay Trong Vẻ Uyển Chuyển",C?n ti?ng Anh nghi v?n: Adelante; Cortado | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Changli and Sanhua joined your team,Changli và Sanhua đã tham gia đội của bạn,C?n ti?ng Anh nghi v?n: Changli; Sanhua | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Collect 6 Fest Stars pictures in the Book of Moments,Thu thập 6 bức ảnh Fest Stars trong Sổ Kỷ Niệm,C?n ti?ng Anh nghi v?n: Fest; Stars | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Collect 8 Roamer's Ticks pictures in the Book of Moments,Thu thập 8 bức ảnh Roamer's Ticks trong Sổ Kỷ Niệm,C?n ti?ng Anh nghi v?n: Roamer's; Ticks | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Collect all Lollo Joy Album photos,Thu thập tất cả ảnh trong bộ sưu tập Lollo Joy,C?n ti?ng Anh nghi v?n: Joy; Lollo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
After Snow Melts,Sau khi Snow Melts,C?n ti?ng Anh nghi v?n: Melts; Snow | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Solaris Landscapes: Ragunna I,Solaris Landscapes: Ragunna I,C?n ti?ng Anh nghi v?n: I; Landscapes | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Solaris Landscapes: Ragunna II,Solaris Landscapes: Ragunna II,C?n ti?ng Anh nghi v?n: II; Landscapes | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Solaris Landscapes: Ragunna III,Solaris Landscapes: Ragunna III,C?n ti?ng Anh nghi v?n: III; Landscapes | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Break the seal placed on the seaside ruins at Loong's Crest,Phá bỏ phong ấn ở tàn tích ven biển tại Loong's Crest,C?n ti?ng Anh nghi v?n: Crest; Loong's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
No KU-Cass Cartridge Found in the Backpack,Không Tìm Thấy Súng KU-Cass Trong Ba Lô,C?n ti?ng Anh nghi v?n: Cass; KU | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Use 6 different Resonators to clear any difficulty of Phantasm Amass once,Sử dụng 6 Resonator khác nhau để hoàn thành bất kỳ độ khó nào của Phantasm Amass một lần,C?n ti?ng Anh nghi v?n: Amass; Phantasm | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
"Astrum Unicum / Stars, Rebirth, and You","Astrum Unicum / Những Vì Sao, Sự Tái Sinh và Bạn",C?n ti?ng Anh nghi v?n: Astrum; Unicum | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Egla: Trapped in Time I,Egla: Bị Kẹt Trong Thời Gian I,C?n ti?ng Anh nghi v?n: Egla; I | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Egla: Trapped in Time II,Egla: Bị Kẹt Trong Thời Gian II,C?n ti?ng Anh nghi v?n: Egla; II | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Echoes of the Anthem,Echoes of the Anthem,C?n ti?ng Anh nghi v?n: Anthem; of | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Mini Ta-da Figurines,Mini Ta-da Figurines,C?n ti?ng Anh nghi v?n: Figurines; Mini | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
"Complete Main Quest Chapter II Act III ""What Yesterday Wept, Today Doth Sing""","Hoàn thành Nhiệm Vụ Chính Chương II Hồi III ""Điều Hôm Qua Khóc, Hôm Nay Hát""",C?n ti?ng Anh nghi v?n: II; III | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
"Complete Chapter II Act V ""Shadow of Glory"" for a better experience","Hoàn thành Chương II Hồi V ""Bóng Tối Vinh Quang"" để có trải nghiệm tốt hơn",C?n ti?ng Anh nghi v?n: II; V | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Duplicate Tacet Discord data in the wave,Dữ liệu Tacet Discord trùng lặp trong wave,C?n ti?ng Anh nghi v?n: Discord; wave | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
They Call Me TD Terminator,Họ Call Me TD Terminator,C?n ti?ng Anh nghi v?n: Call; Terminator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Sanguis Plateaus Hunter's Notes - Part I,Ghi chép của thợ săn Cao nguyên Sanguis - Phần I,C?n ti?ng Anh nghi v?n: I; Sanguis | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Sanguis Plateaus Hunter's Notes - Part II,Ghi chép của thợ săn Cao nguyên Sanguis - Phần II,C?n ti?ng Anh nghi v?n: II; Sanguis | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
The Long Rainy Season,The Long Rainy Season,C?n ti?ng Anh nghi v?n: Rainy; Season | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Investigate objects in the Ginnungamere cabin,Điều tra vật phẩm trong cabin Ginnungamere,C?n ti?ng Anh nghi v?n: cabin; Ginnungamere | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
