en_source,vn_translate,loi_du_doan
A Whispering Melody,A Whispering Melody,C?n ti?ng Anh nghi v?n: A; Melody; Whispering | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Violet-Feathered Heron,Violet-Feathered Heron,C?n ti?ng Anh nghi v?n: Feathered; Heron; Violet | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Figurine: Clang Bang,Figurine: Clang Bang,C?n ti?ng Anh nghi v?n: Bang; Clang; Figurine | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Rotating Music Box,Rotating Music Box,C?n ti?ng Anh nghi v?n: Box; Music; Rotating | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Magic Pocket Watch,Magic Pocket Watch,C?n ti?ng Anh nghi v?n: Magic; Pocket; Watch | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lost Puzzle Piece,Lost Puzzle Piece,C?n ti?ng Anh nghi v?n: Lost; Piece; Puzzle | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Blessing: Add-on,Blessing: Add-on,C?n ti?ng Anh nghi v?n: Add; Blessing; on | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Novice Medal Unlocked,Novice Medal Unlocked,C?n ti?ng Anh nghi v?n: Medal; Novice; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Adept Medal Unlocked,Adept Medal Unlocked,C?n ti?ng Anh nghi v?n: Adept; Medal; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Veteran Medal Unlocked,Veteran Medal Unlocked,C?n ti?ng Anh nghi v?n: Medal; Unlocked; Veteran | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Wooly-Counting Game,Wooly-Counting Game,C?n ti?ng Anh nghi v?n: Counting; Game; Wooly | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Ancient Legacy Medal,Ancient Legacy Medal,C?n ti?ng Anh nghi v?n: Ancient; Legacy; Medal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Rover's Tactics Unlocked,Rover's Tactics Unlocked,C?n ti?ng Anh nghi v?n: Rover's; Tactics; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Encore's Tactics Unlocked,Encore's Tactics Unlocked,C?n ti?ng Anh nghi v?n: Encore's; Tactics; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Zani's Tactics Unlocked,Zani's Tactics Unlocked,C?n ti?ng Anh nghi v?n: Tactics; Unlocked; Zani's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Cantarella's Tactics Unlocked,Cantarella's Tactics Unlocked,C?n ti?ng Anh nghi v?n: Cantarella's; Tactics; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Carlotta's Tactics Unlocked,Carlotta's Tactics Unlocked,C?n ti?ng Anh nghi v?n: Carlotta's; Tactics; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Exploration: Dimmr Plains,Exploration: Dimmr Plains,C?n ti?ng Anh nghi v?n: Dimmr; Exploration; Plains | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Defeat the Kerasaurs trapped on Titanbone Expanse,Đánh bại Kerasaurs bị mắc kẹt trên Titanbone Expanse,C?n ti?ng Anh nghi v?n: Expanse; Kerasaurs; Titanbone | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Defeat the Care-Refusing Patient to unlock,Đánh bại Care-Refusing Patient để mở khóa,C?n ti?ng Anh nghi v?n: Care; Patient; Refusing | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Enable Sync Tuning,Enable Sync Tuning,C?n ti?ng Anh nghi v?n: Enable; Sync; Tuning | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Disable Sync Tuning,Disable Sync Tuning,C?n ti?ng Anh nghi v?n: Disable; Sync; Tuning | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Insufficient Frequency Crystals,Insufficient Frequency Crystals,C?n ti?ng Anh nghi v?n: Crystals; Frequency; Insufficient | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Symphony of Beyond,Symphony of Beyond,C?n ti?ng Anh nghi v?n: Beyond; of; Symphony | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Choi Ha Ri,Choi Ha Ri,C?n ti?ng Anh nghi v?n: Choi; Ha; Ri | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Phrolova's Music Sheet,Phrolova's Music Sheet,C?n ti?ng Anh nghi v?n: Music; Phrolova's; Sheet | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Retained Concert Ticket,Retained Concert Ticket,C?n ti?ng Anh nghi v?n: Concert; Retained; Ticket | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Treading Through Woes,Treading Through Woes,C?n ti?ng Anh nghi v?n: Through; Treading; Woes | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: I,Supply Chest: I,C?n ti?ng Anh nghi v?n: Chest; I; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: II,Supply Chest: II,C?n ti?ng Anh nghi v?n: Chest; II; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: III,Supply Chest: III,C?n ti?ng Anh nghi v?n: Chest; III; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dreamborne: Cuddle Wuddle,Dreamborne: Cuddle Wuddle,C?n ti?ng Anh nghi v?n: Cuddle; Dreamborne; Wuddle | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dreamborne: Lottie Lost,Dreamborne: Lottie Lost,C?n ti?ng Anh nghi v?n: Dreamborne; Lost; Lottie | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dreamborne: Baby Roseshroom,Dreamborne: Baby Roseshroom,C?n ti?ng Anh nghi v?n: Baby; Dreamborne; Roseshroom | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dreamborne: Rocksteady Guardian,Dreamborne: Rocksteady Guardian,C?n ti?ng Anh nghi v?n: Dreamborne; Guardian; Rocksteady | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
An Unexpected Soulmate,An Unexpected Soulmate,C?n ti?ng Anh nghi v?n: An; Soulmate; Unexpected | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
KU-Roro's Weapons,KU-Roro's Weapons,C?n ti?ng Anh nghi v?n: KU; Roro's; Weapons | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
KU-Roro's Weapons,KU-Roro's Weapons,C?n ti?ng Anh nghi v?n: KU; Roro's; Weapons | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tactic Set Progress,Tactic Set Progress,C?n ti?ng Anh nghi v?n: Progress; Set; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sim Ingot Obtained,Sim Ingot Obtained,C?n ti?ng Anh nghi v?n: Ingot; Obtained; Sim | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Combat Machine Unlocked,Combat Machine Unlocked,C?n ti?ng Anh nghi v?n: Combat; Machine; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tactic Set Unlocked,Tactic Set Unlocked,C?n ti?ng Anh nghi v?n: Set; Tactic; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Combat Machine Upgraded,Combat Machine Upgraded,C?n ti?ng Anh nghi v?n: Combat; Machine; Upgraded | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Matrix Command: Modulation,Matrix Command: Modulation,C?n ti?ng Anh nghi v?n: Command; Matrix; Modulation | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Matrix Command: Overload,Matrix Command: Overload,C?n ti?ng Anh nghi v?n: Command; Matrix; Overload | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Database Expansion I,Database Expansion I,C?n ti?ng Anh nghi v?n: Database; Expansion; I | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Database Expansion II,Database Expansion II,C?n ti?ng Anh nghi v?n: Database; Expansion; II | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Link Optimization I,Link Optimization I,C?n ti?ng Anh nghi v?n: I; Link; Optimization | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Device Upgrade Plan I,Device Nâng cấp Plan I,C?n ti?ng Anh nghi v?n: Device; I; Plan | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Database Expansion III,Database Expansion III,C?n ti?ng Anh nghi v?n: Database; Expansion; III | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Link Optimization II,Link Optimization II,C?n ti?ng Anh nghi v?n: II; Link; Optimization | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Device Upgrade Plan II,Device Nâng cấp Plan II,C?n ti?ng Anh nghi v?n: Device; II; Plan | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Database Expansion IV,Database Expansion IV,C?n ti?ng Anh nghi v?n: Database; Expansion; IV | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Link Optimization III,Link Optimization III,C?n ti?ng Anh nghi v?n: III; Link; Optimization | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Database Expansion V,Database Expansion V,C?n ti?ng Anh nghi v?n: Database; Expansion; V | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Link Optimization IV,Link Optimization IV,C?n ti?ng Anh nghi v?n: IV; Link; Optimization | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Weakness Targeting I,Weakness Targeting I,C?n ti?ng Anh nghi v?n: I; Targeting; Weakness | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Weakness Targeting II,Weakness Targeting II,C?n ti?ng Anh nghi v?n: II; Targeting; Weakness | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Insufficient Sim Ingots,Insufficient Sim Ingots,C?n ti?ng Anh nghi v?n: Ingots; Insufficient; Sim | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
This is not a Tidal Defense Simulator environment,Đây không phải môi trường Tidal Defense Simulator,C?n ti?ng Anh nghi v?n: Defense; Simulator; Tidal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Preparation phase wave not configured,Preparation phase wave chưa được cấu hình,C?n ti?ng Anh nghi v?n: phase; Preparation; wave | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Insufficient Rating Stars,Insufficient Rating Stars,C?n ti?ng Anh nghi v?n: Insufficient; Rating; Stars | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Insufficient Frequency Neutralizers,Insufficient Frequency Neutralizers,C?n ti?ng Anh nghi v?n: Frequency; Insufficient; Neutralizers | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Petite Tacetite Bloom,Petite Tacetite Bloom,C?n ti?ng Anh nghi v?n: Bloom; Petite; Tacetite | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Soldier's Dog Tag,Soldier's Dog Tag,C?n ti?ng Anh nghi v?n: Dog; Soldier's; Tag | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Moderately Mutated Structure,Moderately Mutated Structure,C?n ti?ng Anh nghi v?n: Moderately; Mutated; Structure | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Captain's Dog Tag,Captain's Dog Tag,C?n ti?ng Anh nghi v?n: Captain's; Dog; Tag | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Brilliant Tacetite Bloom,Brilliant Tacetite Bloom,C?n ti?ng Anh nghi v?n: Bloom; Brilliant; Tacetite | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Controller: Cursor Magnetism,Controller: Cursor Magnetism,C?n ti?ng Anh nghi v?n: Controller; Cursor; Magnetism | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Eternal Blazing Sun,Eternal Blazing Sun,C?n ti?ng Anh nghi v?n: Blazing; Eternal; Sun | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Waiting Game: Easy,Waiting Game: Easy,C?n ti?ng Anh nghi v?n: Easy; Game; Waiting | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Waiting Game: Expert,Waiting Game: Expert,C?n ti?ng Anh nghi v?n: Expert; Game; Waiting | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hidden Tracks: Easy,Hidden Tracks: Easy,C?n ti?ng Anh nghi v?n: Easy; Hidden; Tracks | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hidden Tracks: Expert,Hidden Tracks: Expert,C?n ti?ng Anh nghi v?n: Expert; Hidden; Tracks | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Burning Waves Starts,Burning Waves Starts,C?n ti?ng Anh nghi v?n: Burning; Starts; Waves | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Burning Waves Ends,Burning Waves Ends,C?n ti?ng Anh nghi v?n: Burning; Ends; Waves | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lee Ji Hyeon,Lee Ji Hyeon,C?n ti?ng Anh nghi v?n: Hyeon; Ji; Lee | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Alix Wilton Regan,Alix Wilton Regan,C?n ti?ng Anh nghi v?n: Alix; Regan; Wilton | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"Stasis, Cycle, Renewal","Stasis, Cycle, Renewal",C?n ti?ng Anh nghi v?n: Cycle; Renewal; Stasis | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Yoon Eun Seo,Yoon Eun Seo,C?n ti?ng Anh nghi v?n: Eun; Seo; Yoon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lightly Tossed Suspense,Lightly Tossed Suspense,C?n ti?ng Anh nghi v?n: Lightly; Suspense; Tossed | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: I,Supply Chest: I,C?n ti?ng Anh nghi v?n: Chest; I; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: II,Supply Chest: II,C?n ti?ng Anh nghi v?n: Chest; II; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: III,Supply Chest: III,C?n ti?ng Anh nghi v?n: Chest; III; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: IV,Supply Chest: IV,C?n ti?ng Anh nghi v?n: Chest; IV; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: I,Supply Chest: I,C?n ti?ng Anh nghi v?n: Chest; I; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: II,Supply Chest: II,C?n ti?ng Anh nghi v?n: Chest; II; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: III,Supply Chest: III,C?n ti?ng Anh nghi v?n: Chest; III; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: IV,Supply Chest: IV,C?n ti?ng Anh nghi v?n: Chest; IV; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Update Notification Options,Update Notification Options,C?n ti?ng Anh nghi v?n: Notification; Options; Update | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Ultimate Form I,Ultimate Form I,C?n ti?ng Anh nghi v?n: Form; I; Ultimate | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Ultimate Form II,Ultimate Form II,C?n ti?ng Anh nghi v?n: Form; II; Ultimate | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Matrix Command: Modulation,Matrix Command: Modulation,C?n ti?ng Anh nghi v?n: Command; Matrix; Modulation | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Matrix Command: Overload,Matrix Command: Overload,C?n ti?ng Anh nghi v?n: Command; Matrix; Overload | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
High-Stakes Gambler,High-Stakes Gambler,C?n ti?ng Anh nghi v?n: Gambler; High; Stakes | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Cross-Border Trade,Cross-Border Trade,C?n ti?ng Anh nghi v?n: Border; Cross; Trade | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Cosmic Trajectory Wanderer,Cosmic Trajectory Wanderer,C?n ti?ng Anh nghi v?n: Cosmic; Trajectory; Wanderer | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Insufficient Enhancement Modules,Insufficient Enhancement Modules,C?n ti?ng Anh nghi v?n: Enhancement; Insufficient; Modules | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tactic Set Overview,Tactic Set Overview,C?n ti?ng Anh nghi v?n: Overview; Set; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Jeremy Ang Jones,Jeremy Ang Jones,C?n ti?ng Anh nghi v?n: Ang; Jeremy; Jones | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: I,Supply Chest: I,C?n ti?ng Anh nghi v?n: Chest; I; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: II,Supply Chest: II,C?n ti?ng Anh nghi v?n: Chest; II; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: III,Supply Chest: III,C?n ti?ng Anh nghi v?n: Chest; III; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: I,Supply Chest: I,C?n ti?ng Anh nghi v?n: Chest; I; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: II,Supply Chest: II,C?n ti?ng Anh nghi v?n: Chest; II; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: III,Supply Chest: III,C?n ti?ng Anh nghi v?n: Chest; III; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Blade Within Bamboo,Blade Within Bamboo,C?n ti?ng Anh nghi v?n: Bamboo; Blade; Within | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Side Objective Income,Side Objective Income,C?n ti?ng Anh nghi v?n: Income; Objective; Side | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Storage Expansion I,Storage Expansion I,C?n ti?ng Anh nghi v?n: Expansion; I; Storage | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Waveworn Resistance I,Waveworn Resistance I,C?n ti?ng Anh nghi v?n: I; Resistance; Waveworn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Blind Box Discount,Blind Box Discount,C?n ti?ng Anh nghi v?n: Blind; Box; Discount | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Storage Expansion II,Storage Expansion II,C?n ti?ng Anh nghi v?n: Expansion; II; Storage | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Waveworn Resistance II,Waveworn Resistance II,C?n ti?ng Anh nghi v?n: II; Resistance; Waveworn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Storage Expansion III,Storage Expansion III,C?n ti?ng Anh nghi v?n: Expansion; III; Storage | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Waveworn Resistance III,Waveworn Resistance III,C?n ti?ng Anh nghi v?n: III; Resistance; Waveworn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
By Moon's Grace,By Moon's Grace,C?n ti?ng Anh nghi v?n: By; Grace; Moon's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lighting Design Unlocked,Lighting Design Unlocked,C?n ti?ng Anh nghi v?n: Design; Lighting; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Cafe Sign Unlocked,Cafe Sign Unlocked,C?n ti?ng Anh nghi v?n: Cafe; Sign; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Ground Coffee Unlocked,Ground Coffee Unlocked,C?n ti?ng Anh nghi v?n: Coffee; Ground; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Crafting Table Unlocked,Crafting Table Unlocked,C?n ti?ng Anh nghi v?n: Crafting; Table; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Premium Supplies I Unlocked,Premium Vật tư I Unlocked,C?n ti?ng Anh nghi v?n: I; Premium; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Store Promotion I Unlocked,Cửa hàng Promotion I Unlocked,C?n ti?ng Anh nghi v?n: I; Promotion; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dessert Baking Unlocked,Dessert Baking Unlocked,C?n ti?ng Anh nghi v?n: Baking; Dessert; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Indoor Greening Unlocked,Indoor Greening Unlocked,C?n ti?ng Anh nghi v?n: Greening; Indoor; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Premium Supplies II Unlocked,Premium Vật tư II Unlocked,C?n ti?ng Anh nghi v?n: II; Premium; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Store Promotion II Unlocked,Cửa hàng Promotion II Unlocked,C?n ti?ng Anh nghi v?n: II; Promotion; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Outdoor Design Unlocked,Outdoor Design Unlocked,C?n ti?ng Anh nghi v?n: Design; Outdoor; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Honami Floristry Unlocked,Honami Floristry Unlocked,C?n ti?ng Anh nghi v?n: Floristry; Honami; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Table Decor Unlocked,Table Decor Unlocked,C?n ti?ng Anh nghi v?n: Decor; Table; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Premium Supplies III Unlocked,Premium Vật tư III Unlocked,C?n ti?ng Anh nghi v?n: III; Premium; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Store Promotion III Unlocked,Cửa hàng Promotion III Unlocked,C?n ti?ng Anh nghi v?n: III; Promotion; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tiny KU-Roro,Tiny KU-Roro,C?n ti?ng Anh nghi v?n: KU; Roro; Tiny | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Weird Swim Ring,Weird Swim Ring,C?n ti?ng Anh nghi v?n: Ring; Swim; Weird | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Miniature Neon Tower,Miniature Neon Tower,C?n ti?ng Anh nghi v?n: Miniature; Neon; Tower | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Handcrafted Wind Chime,Handcrafted Wind Chime,C?n ti?ng Anh nghi v?n: Chime; Handcrafted; Wind | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Pirate Ship Model,Pirate Ship Model,C?n ti?ng Anh nghi v?n: Model; Pirate; Ship | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Corrupted: Lumiscale Construct,Corrupted: Lumiscale Construct,C?n ti?ng Anh nghi v?n: Construct; Corrupted; Lumiscale | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
