en_source,vn_translate,loi_du_doan
Missing Namipon I,Missing Namipon I,C?n ti?ng Anh nghi v?n: I; Missing; Namipon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Missing Namipon II,Missing Namipon II,C?n ti?ng Anh nghi v?n: II; Missing; Namipon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Exclusive Namipon Sticker,Exclusive Namipon Sticker,C?n ti?ng Anh nghi v?n: Exclusive; Namipon; Sticker | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Honami City: Exploration,Honami City: Exploration,C?n ti?ng Anh nghi v?n: City; Exploration; Honami | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Motorbike Modding Tasks,Motorbike Modding Tasks,C?n ti?ng Anh nghi v?n: Modding; Motorbike; Tasks | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Void Storm Zone,Void Storm Zone,C?n ti?ng Anh nghi v?n: Storm; Void; Zone | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Route Network Reconstruction,Route Network Reconstruction,C?n ti?ng Anh nghi v?n: Network; Reconstruction; Route | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Breaking Looming Turmoil,Breaking Looming Turmoil,C?n ti?ng Anh nghi v?n: Breaking; Looming; Turmoil | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Expedition Motorbike Controls,Expedition Motorbike Controls,C?n ti?ng Anh nghi v?n: Controls; Expedition; Motorbike | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
The Soliskin of Solvein Canopy,Soliskin của Solvein Canopy,C?n ti?ng Anh nghi v?n: Canopy; Soliskin; Solvein | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Projector: Reboot Explorer,Projector: Reboot Explorer,C?n ti?ng Anh nghi v?n: Explorer; Projector; Reboot | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Projector: Electric Shock,Projector: Electric Shock,C?n ti?ng Anh nghi v?n: Electric; Projector; Shock | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Projector: Mining Reindeer,Projector: Mining Reindeer,C?n ti?ng Anh nghi v?n: Mining; Projector; Reindeer | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Motorbike Rail Sliding,Motorbike Rail Sliding,C?n ti?ng Anh nghi v?n: Motorbike; Rail; Sliding | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Pathfinder Trailer Ramp,Pathfinder Trailer Ramp,C?n ti?ng Anh nghi v?n: Pathfinder; Ramp; Trailer | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Selecting Transition Direction,Selecting Transition Direction,C?n ti?ng Anh nghi v?n: Direction; Selecting; Transition | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Activating Owlwatch Hacking,Activating Owlwatch Hacking,C?n ti?ng Anh nghi v?n: Activating; Hacking; Owlwatch | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Projector: Zip Zap,Projector: Zip Zap,C?n ti?ng Anh nghi v?n: Projector; Zap; Zip | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Projector: Reboot Explorer,Projector: Reboot Explorer,C?n ti?ng Anh nghi v?n: Explorer; Projector; Reboot | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Projector: Electric Shock,Projector: Electric Shock,C?n ti?ng Anh nghi v?n: Electric; Projector; Shock | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Projector: Mining Reindeer,Projector: Mining Reindeer,C?n ti?ng Anh nghi v?n: Mining; Projector; Reindeer | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Leaping Onto Rail,Leaping Onto Rail,C?n ti?ng Anh nghi v?n: Leaping; Onto; Rail | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Collecting Riding Points,Collecting Riding Points,C?n ti?ng Anh nghi v?n: Collecting; Points; Riding | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Pathfinder Trailer Ramp,Pathfinder Trailer Ramp,C?n ti?ng Anh nghi v?n: Pathfinder; Ramp; Trailer | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Voidworm: Voidmatter Orb,Voidworm: Voidmatter Orb,C?n ti?ng Anh nghi v?n: Orb; Voidmatter; Voidworm | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Voidworm: Photonic Beam,Voidworm: Photonic Beam,C?n ti?ng Anh nghi v?n: Beam; Photonic; Voidworm | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube: Compilation,Smartprint Cube: Compilation,C?n ti?ng Anh nghi v?n: Compilation; Cube; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube: Bounce Module,Smartprint Cube: Bounce Mô-đun,C?n ti?ng Anh nghi v?n: Bounce; Cube; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube: Compilation,Smartprint Cube: Compilation,C?n ti?ng Anh nghi v?n: Compilation; Cube; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Breaking Faulty Components,Breaking Faulty Components,C?n ti?ng Anh nghi v?n: Breaking; Components; Faulty | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lollo Campaign: Implementation,Lollo Campaign: Implementation,C?n ti?ng Anh nghi v?n: Campaign; Implementation; Lollo | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Route Network Blockage,Route Network Blockage,C?n ti?ng Anh nghi v?n: Blockage; Network; Route | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Route Network Blockage,Route Network Blockage,C?n ti?ng Anh nghi v?n: Blockage; Network; Route | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Orbital Strike Protocol,Orbital Strike Protocol,C?n ti?ng Anh nghi v?n: Orbital; Protocol; Strike | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sustained Combustion Protocol,Sustained Combustion Protocol,C?n ti?ng Anh nghi v?n: Combustion; Protocol; Sustained | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Guided Missile Protocol,Guided Missile Protocol,C?n ti?ng Anh nghi v?n: Guided; Missile; Protocol | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Orbital Strike Protocol,Orbital Strike Protocol,C?n ti?ng Anh nghi v?n: Orbital; Protocol; Strike | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sustained Combustion Protocol,Sustained Combustion Protocol,C?n ti?ng Anh nghi v?n: Combustion; Protocol; Sustained | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Guided Missile Protocol,Guided Missile Protocol,C?n ti?ng Anh nghi v?n: Guided; Missile; Protocol | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Card Game: Overview,Card Game: Overview,C?n ti?ng Anh nghi v?n: Card; Game; Overview | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Saving Decor Deign,Saving Decor Deign,C?n ti?ng Anh nghi v?n: Decor; Deign; Saving | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Projector: Cave Slide,Projector: Cave Slide,C?n ti?ng Anh nghi v?n: Cave; Projector; Slide | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Expedition Motorbike Support Modules,Expedition Motorbike Hỗ Trợ Modules,C?n ti?ng Anh nghi v?n: Expedition; Modules; Motorbike | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Etheric Sea Droplets Mass Relay Device,Thiết Bị Truyền Tải Khối Etheric Sea Droplets,C?n ti?ng Anh nghi v?n: Droplets; Etheric; Sea | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Exoswarm Containment Unit,Exoswarm Containment Unit,C?n ti?ng Anh nghi v?n: Containment; Exoswarm; Unit | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Reckoning of Stars,Reckoning of Stars,C?n ti?ng Anh nghi v?n: of; Reckoning; Stars | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tune Strain Mark,Tune Strain Mark,C?n ti?ng Anh nghi v?n: Mark; Strain; Tune | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Projector: Cave Slide,Projector: Cave Slide,C?n ti?ng Anh nghi v?n: Cave; Projector; Slide | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Using Voidmatter Forcefield,Using Voidmatter Forcefield,C?n ti?ng Anh nghi v?n: Forcefield; Using; Voidmatter | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Expedition Motorbike Support Modules,Expedition Motorbike Hỗ Trợ Modules,C?n ti?ng Anh nghi v?n: Expedition; Modules; Motorbike | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Unstable Frequency Core,Unstable Frequency Core,C?n ti?ng Anh nghi v?n: Core; Frequency; Unstable | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Contaminated Giant Soliskin,Contaminated Giant Soliskin,C?n ti?ng Anh nghi v?n: Contaminated; Giant; Soliskin | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Switching Driving POV,Switching Driving POV,C?n ti?ng Anh nghi v?n: Driving; POV; Switching | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tier-1 Glitched Block,Tier-1 Glitched Block,C?n ti?ng Anh nghi v?n: Block; Glitched; Tier | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Damaged Data Block,Damaged Data Block,C?n ti?ng Anh nghi v?n: Block; Damaged; Data | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tier-2 Glitched Block,Tier-2 Glitched Block,C?n ti?ng Anh nghi v?n: Block; Glitched; Tier | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tier-1 Glitched Block,Tier-1 Glitched Block,C?n ti?ng Anh nghi v?n: Block; Glitched; Tier | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Damaged Data Block,Damaged Data Block,C?n ti?ng Anh nghi v?n: Block; Damaged; Data | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tier-2 Glitched Block,Tier-2 Glitched Block,C?n ti?ng Anh nghi v?n: Block; Glitched; Tier | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tier-1 Glitched Block,Tier-1 Glitched Block,C?n ti?ng Anh nghi v?n: Block; Glitched; Tier | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Damaged Data Block,Damaged Data Block,C?n ti?ng Anh nghi v?n: Block; Damaged; Data | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tier-2 Glitched Block,Tier-2 Glitched Block,C?n ti?ng Anh nghi v?n: Block; Glitched; Tier | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Crossworld Sync: Pt. 1,Crossworld Sync: Pt. 1,C?n ti?ng Anh nghi v?n: Crossworld; Pt; Sync | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Crossworld Sync: Pt. 2,Crossworld Sync: Pt. 2,C?n ti?ng Anh nghi v?n: Crossworld; Pt; Sync | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Advancing Survey Objectives,Advancing Survey Objectives,C?n ti?ng Anh nghi v?n: Advancing; Objectives; Survey | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Prism Formation Mechanics,Prism Formation Mechanics,C?n ti?ng Anh nghi v?n: Formation; Mechanics; Prism | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"Collecting ""Prism Fruit""","Collecting ""Prism Fruit""",C?n ti?ng Anh nghi v?n: Collecting; Fruit; Prism | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Completing Survey Objectives,Completing Survey Objectives,C?n ti?ng Anh nghi v?n: Completing; Objectives; Survey | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Prism Formation Mechanics,Prism Formation Mechanics,C?n ti?ng Anh nghi v?n: Formation; Mechanics; Prism | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Galaxy Abundance Collection,Galaxy Abundance Collection,C?n ti?ng Anh nghi v?n: Abundance; Collection; Galaxy | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
One-Way Gate,One-Way Gate,C?n ti?ng Anh nghi v?n: Gate; One; Way | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Pinball Exclusive ROMs,Pinball Exclusive ROMs,C?n ti?ng Anh nghi v?n: Exclusive; Pinball; ROMs | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lumescribe Component: Hoverdroid,Lumescribe Component: Hoverdroid,C?n ti?ng Anh nghi v?n: Component; Hoverdroid; Lumescribe | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Royan Rune Fragment,Royan Rune Fragment,C?n ti?ng Anh nghi v?n: Fragment; Royan; Rune | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Solvein Heartwood Branch,Solvein Heartwood Branch,C?n ti?ng Anh nghi v?n: Branch; Heartwood; Solvein | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Voidmatter Blocks: Infinite,Voidmatter Blocks: Infinite,C?n ti?ng Anh nghi v?n: Blocks; Infinite; Voidmatter | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Void Storm Zone,Void Storm Zone,C?n ti?ng Anh nghi v?n: Storm; Void; Zone | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lumescribe Component I,Lumescribe Component I,C?n ti?ng Anh nghi v?n: Component; I; Lumescribe | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lumescribe Component II,Lumescribe Component II,C?n ti?ng Anh nghi v?n: Component; II; Lumescribe | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lumescribe Component III,Lumescribe Component III,C?n ti?ng Anh nghi v?n: Component; III; Lumescribe | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lumescribe Component: Hoverdroid,Lumescribe Component: Hoverdroid,C?n ti?ng Anh nghi v?n: Component; Hoverdroid; Lumescribe | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Solvein Heartwood Branch,Solvein Heartwood Branch,C?n ti?ng Anh nghi v?n: Branch; Heartwood; Solvein | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Voidmatter Blocks I,Voidmatter Blocks I,C?n ti?ng Anh nghi v?n: Blocks; I; Voidmatter | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Voidmatter Blocks II,Voidmatter Blocks II,C?n ti?ng Anh nghi v?n: Blocks; II; Voidmatter | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Voidmatter Blocks III,Voidmatter Blocks III,C?n ti?ng Anh nghi v?n: Blocks; III; Voidmatter | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Activating Lumescribe Emitters,Activating Lumescribe Emitters,C?n ti?ng Anh nghi v?n: Activating; Emitters; Lumescribe | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Cubie Derby: Championship,Cubie Derby: Championship,C?n ti?ng Anh nghi v?n: Championship; Cubie; Derby | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Unraveling - Law Zero,Unraveling - Law Zero,C?n ti?ng Anh nghi v?n: Law; Unraveling; Zero | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lynae-Style Palettes,Lynae-Style Palettes,C?n ti?ng Anh nghi v?n: Lynae; Palettes; Style | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Colors Never Fade!,Colors Never Fade!,C?n ti?ng Anh nghi v?n: Colors; Fade; Never | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Attendance Exemption Protocol,Attendance Exemption Protocol,C?n ti?ng Anh nghi v?n: Attendance; Exemption; Protocol | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Shield Break Multiplier,Shield Break Multiplier,C?n ti?ng Anh nghi v?n: Break; Multiplier; Shield | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Stamina Recovery Speed,Stamina Recovery Speed,C?n ti?ng Anh nghi v?n: Recovery; Speed; Stamina | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Vibration Strength Exhaustion,Vibration Strength Exhaustion,C?n ti?ng Anh nghi v?n: Exhaustion; Strength; Vibration | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Poise Recovery Rate,Poise Recovery Rate,C?n ti?ng Anh nghi v?n: Poise; Rate; Recovery | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Poise Reduction Multiplier,Poise Reduction Multiplier,C?n ti?ng Anh nghi v?n: Multiplier; Poise; Reduction | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Broken Rage Multiplier,Broken Rage Multiplier,C?n ti?ng Anh nghi v?n: Broken; Multiplier; Rage | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Broken Rage Multiplier,Broken Rage Multiplier,C?n ti?ng Anh nghi v?n: Broken; Multiplier; Rage | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tune Break Boost,Tune Break Boost,C?n ti?ng Anh nghi v?n: Boost; Break; Tune | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Broken Rage Multiplier,Broken Rage Multiplier,C?n ti?ng Anh nghi v?n: Broken; Multiplier; Rage | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Broken Rage Multiplier,Broken Rage Multiplier,C?n ti?ng Anh nghi v?n: Broken; Multiplier; Rage | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Shield Break Rate,Shield Break Rate,C?n ti?ng Anh nghi v?n: Break; Rate; Shield | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Shield Break Rate,Shield Break Rate,C?n ti?ng Anh nghi v?n: Break; Rate; Shield | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Stamina Recovery Speed,Stamina Recovery Speed,C?n ti?ng Anh nghi v?n: Recovery; Speed; Stamina | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Vibration Strength Exhaustion,Vibration Strength Exhaustion,C?n ti?ng Anh nghi v?n: Exhaustion; Strength; Vibration | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Poise Recovery Rate,Poise Recovery Rate,C?n ti?ng Anh nghi v?n: Poise; Rate; Recovery | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Poise Reduction Multiplier,Poise Reduction Multiplier,C?n ti?ng Anh nghi v?n: Multiplier; Poise; Reduction | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Principles of Wuwei,Principles of Wuwei,C?n ti?ng Anh nghi v?n: of; Principles; Wuwei | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Easter Egg Performance,Easter Egg Performance,C?n ti?ng Anh nghi v?n: Easter; Egg; Performance | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"Sword Sheathed, Mind Unclouded","Kiếm Sheathed, Mind Unclouded",C?n ti?ng Anh nghi v?n: Mind; Sheathed; Unclouded | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Veritas Lux Mea,Veritas Lux Mea,C?n ti?ng Anh nghi v?n: Lux; Mea; Veritas | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
A Wish Answered,A Wish Answered,C?n ti?ng Anh nghi v?n: A; Answered; Wish | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Wooly's Fairy Tale,Wooly's Fairy Tale,C?n ti?ng Anh nghi v?n: Fairy; Tale; Wooly's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sheep-counting Lullaby,Sheep-counting Lullaby,C?n ti?ng Anh nghi v?n: counting; Lullaby; Sheep | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Keen-eyed Observer,Keen-eyed Observer,C?n ti?ng Anh nghi v?n: eyed; Keen; Observer | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Trickster's Opening Show,Trickster's Opening Show,C?n ti?ng Anh nghi v?n: Opening; Show; Trickster's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Somewhere No One Travelled,Somewhere Không One Travelled,C?n ti?ng Anh nghi v?n: One; Somewhere; Travelled | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
No.1 Hero Play Fan,Không.1 Hero Play Fan,C?n ti?ng Anh nghi v?n: Fan; Hero; Play | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Zero-Sum Game,Zero-Sum Game,C?n ti?ng Anh nghi v?n: Game; Sum; Zero | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Iron Fist Diplomacy,Iron Fist Diplomacy,C?n ti?ng Anh nghi v?n: Diplomacy; Fist; Iron | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Flashing Thunder Spell,Flashing Thunder Spell,C?n ti?ng Anh nghi v?n: Flashing; Spell; Thunder | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Thunder Begets Life,Thunder Begets Life,C?n ti?ng Anh nghi v?n: Begets; Life; Thunder | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Vibration Strength Reduction,Vibration Strength Reduction,C?n ti?ng Anh nghi v?n: Reduction; Strength; Vibration | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Whizzing Fight Spirit,Whizzing Fight Spirit,C?n ti?ng Anh nghi v?n: Fight; Spirit; Whizzing | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Woolies Cheer Dance,Woolies Cheer Dance,C?n ti?ng Anh nghi v?n: Cheer; Dance; Woolies | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Black & White Woolies,Black & White Woolies,C?n ti?ng Anh nghi v?n: Black; White; Woolies | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Mid-game Break,Mid-game Break,C?n ti?ng Anh nghi v?n: Break; game; Mid | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Emerald Storm - Prelude,Emerald Storm - Prelude,C?n ti?ng Anh nghi v?n: Emerald; Prelude; Storm | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Strive: Lion's Vigor,Strive: Lion's Vigor,C?n ti?ng Anh nghi v?n: Lion's; Strive; Vigor | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Purification Force Field,Purification Force Field,C?n ti?ng Anh nghi v?n: Field; Force; Purification | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Ars Gratia Artis,Ars Gratia Artis,C?n ti?ng Anh nghi v?n: Ars; Artis; Gratia | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Singer's Triple Cadenza,Singer's Triple Cadenza,C?n ti?ng Anh nghi v?n: Cadenza; Singer's; Triple | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Wind's Indelible Imprint,Wind's Indelible Imprint,C?n ti?ng Anh nghi v?n: Imprint; Indelible; Wind's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Wind's Divine Blessing,Wind's Divine Blessing,C?n ti?ng Anh nghi v?n: Blessing; Divine; Wind's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fire-Kissed Glory,Fire-Kissed Glory,C?n ti?ng Anh nghi v?n: Fire; Glory; Kissed | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
