priority,phrase,count,sample_file,sample_key,sample_translation,sample_source
3,lion beast,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0009.json,ReignsCard_700035_CardDesc,Succesfully defeated the Lion Beast,Succesfully defeated the Lion Beast
3,lion dance,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0033.json,ChatExpression_78_Name,Lion Dance,Lion Dance
3,lion dancer,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,EpithetName_Role_14,Lion Dancer,Lion Dancer
3,lion's majesty,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0081.json,RogueBuffPool_110402_BuffDesc_1,Lion's Majesty,Lion's Majesty
3,lion's pride,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0066.json,Skill_1001804_SkillName,Lion's Pride,Lion's Pride
3,liondance companion,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0111.json,ItemInfo_80001000_Name,Liondance Companion,Liondance Companion
3,liondance head,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0077.json,FavorGoods_110401_Title,Liondance Head,Liondance Head
3,liondance troupe leader,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0059.json,Entity_f638517659c5886c0455c6a90ba8aa87793813be69bcd19a29c54a8c985f69f3,Liondance Troupe Leader Huaze,Liondance Troupe Leader Huaze
3,liondance troupe lilili,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0057.json,Entity_c3747a412f11838327b9d8135c9d83b57b3fea1d99195a7da73a1b2ef4d83e50,Liondance Troupe Lilili,Liondance Troupe Lilili
3,liondancer,1,mistral_translate_work\split_by_prompt\json\lore\lang_multi_text\lang_multi_text__lore__part_0014.json,FavorWord_110613_Content,"Vũ công sư tử <te href=850131>liondancer</te> ấy... Lingyang phải không? Hắn ta quả thật có tài đặt ra những lời Chúc May Mắn nghe thật ngầu. Gần bằng thơ của ta đấy, phải công nhận!","That <te href=850131>liondancer</te>... Lingyang, I think? He surely knows how to come up with those Lucky Greetings. They sound cool. Almost as cool as my poems, I'll give him that!"
3,liondancer's practice,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0215.json,Achievement_100215_Desc,"Hoàn thành ""Liondancer's Practice.""","Complete ""Liondancer's Practice."""
3,liquid market,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0033.json,SurvivorsTalentItem_10013_Name,Liquid Market,Liquid Market
3,list,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0030.json,InfoDisplay_312800006_Title,██livery██list,██livery██list
3,little acorniator,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,FavorGoods_130603_Title,"""Little Acorniator""","""Little Acorniator"""
3,little blonde girl,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0011.json,Speaker_200083_Name,Little Blonde Girl [Starflower],Little Blonde Girl [Starflower]
3,little dina,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0020.json,Speaker_900271_Name,Little Dina,Little Dina
3,little fire wolf,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12902044_Description,Little Fire Wolf,Little Fire Wolf
3,little girl,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0009.json,Speaker_1069_Name,"""Little Girl""","""Little Girl"""
3,little girl's father,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0018.json,Speaker_818_Name,Little Girl's Father,Little Girl's Father
3,little girl's mother,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0018.json,Speaker_817_Name,Little Girl's Mother,Little Girl's Mother
3,little peaceful life,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0076.json,Achievement_200324_Name,Little Peaceful Life Bạn Created,Little Peaceful Life You Created
3,little robot,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0018.json,Speaker_800365_Name,Little Robot,Little Robot
3,little thing,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0082.json,PhotographHandBook_22_Name,"""Little Thing""","""Little Thing"""
3,little thorny mushroom,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12902052_Description,Little Thorny Mushroom,Little Thorny Mushroom
3,little warrior's stage,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0100.json,ConditionGroup_12200108_HintText,Hoàn thành Dreamscape Odyssey: Little Warrior's Stage,Complete Dreamscape Odyssey: Little Warrior's Stage
3,liu beichen,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0082.json,FavorRoleInfo_1303_CN,Liu BeiChen,Liu BeiChen
3,liu laoliu,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0012.json,Speaker_262_Name,Liu Laoliu,Liu Laoliu
3,liu yijia,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0082.json,FavorRoleInfo_1204_CN,Liu YiJia,Liu YiJia
3,liu yilei,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0084.json,FavorRoleInfo_1106_CN,Liu YiLei,Liu YiLei
3,liu zhixiao,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,FavorRoleInfo_1603_CN,Liu ZhiXiao,Liu ZhiXiao
3,liuxian teahouse keeper,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0018.json,Speaker_834_Title,Liuxian Teahouse Keeper,Liuxian Teahouse Keeper
3,liuxian teahouse server,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0011.json,Speaker_196_Title,Liuxian Teahouse Server,Liuxian Teahouse Server
3,live a bit,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0075.json,Achievement_100239_Name,Lesson Number 5: Live A Bit,Lesson Number 5: Live A Bit
3,live chat,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0107.json,ErrorCode_2600039_Text,Không tìm thấy Live Chat trận đấu,Cannot find match Live Chat
3,live operations,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0114.json,AccessPath_8631004_Description,Live Operations,Live Operations
3,lively woman,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0012.json,Speaker_250119_Name,Lively Woman,Lively Woman
3,livery,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0030.json,InfoDisplay_312800006_Title,██livery██list,██livery██list
3,livery set,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0114.json,ItemInfo_50000184_Name,Livery Set - Flowers For Bạn,Livery Set - Flowers For You
3,living,1,mistral_translate_work\split_by_prompt\json\name_title\lang_country\lang_country__name_title__part_0001.json,11,"Exile is a name for all the individuals and organizations who was tossed out of the city and committed crime and scavenge for a living. Họ follow no jurisdiction. The most powerful individuals of each camp will have the right to give orders. In Huanglong, they gather in Wasted Metropolis. Họ're divided into 2 different group cause of their believes. One of the gang seems to be quite welcoming when it comes to outsiders.","Exile is a name for all the individuals and organizations who was tossed out of the city and committed crime and scavenge for a living. They follow no jurisdiction. The most powerful individuals of each camp will have the right to give orders. In Huanglong, they gather in Wasted Metropolis. They're divided into 2 different group cause of their believes. One of the gang seems to be quite welcoming when it comes to outsiders."
3,living commons,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0043.json,Area_41040_Title,Living Commons,Living Commons
3,liz-hu,1,mistral_translate_work\split_by_prompt\json\lore\lang_multi_text\lang_multi_text__lore__part_0002.json,Activity_103000002_Desc,"Một chương trình mô phỏng chiến đấu bí ẩn đang gây sốt trên Huaxu Hive của Học viện. Và Lizhu, một nhà nghiên cứu suốt ngày online, đã nhờ cậu tiếp quản tài khoản diễn đàn của cô ấy.

Có vẻ như Lizhu quyết tâm tạm dừng việc lướt mạng để tập trung vào nghiên cứu. Trong lúc cậu thay cô ấy quản lý, có lẽ cũng thú vị nếu tự mình trải nghiệm xem chương trình mô phỏng mới này ""đột phá hỗ trợ chế độ hai đội"" có gì hot.

——————————
[Chia Sẻ Kiến Thức] Thông báo cho mọi người biết là bản vá mới đã ra rồi nhé.
Đăng bởi: Liz-HU (Offline)
Địa chỉ IP: Jinzhou","A mysterious combat simulation program has gone viral on the Huaxu Hive at the Academy. And Lizhu, a chronically online researcher, asked you to take over her forum account.

It seems like Lizhu's determined to take a break from scrolling to focus on her research. While you're taking over, perhaps it'll be interesting to see for yourself what the hype is about this new simulation program that ""groundbreakingly supports a two-team setup.""

——————————
[Knowledge Sharing] Just letting you know that"
3,lo-lottie lost,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0052.json,Character_Brant_33_33,Lo-Lottie Lost lên tiếng!,Lo-Lottie Lost speaks!
3,lobby i,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0072.json,DIY_CameraName_1,Lobby I,Lobby I
3,lobby ii,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0072.json,DIY_CameraName_2,Lobby II,Lobby II
3,lobby iii,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0072.json,DIY_CameraName_3,Lobby III,Lobby III
3,lobby robot,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0011.json,Speaker_250051_Name,Lobby Robot,Lobby Robot
3,locked circuit,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0061.json,Tutorial_3401102_Title,Locked Circuit,Locked Circuit
3,locked colors,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0063.json,Tutorial_34142_Title,Locked Colors,Locked Colors
3,locked requests,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0062.json,HelpText_191_Title,Locked Requests,Locked Requests
3,lod bias,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0035.json,MenuConfig_45_Name,LOD Bias,LOD Bias
3,lodge wishes rules,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0062.json,HelpText_104_Title,Lodge Wishes Rules,Lodge Wishes Rules
3,log,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0139.json,POI_YNAQGS_31_2,Nhưng đây... Có phải đây là <color=Highlight>log</color> được nhắc đến trong sổ tay mật không?,But this... Is this the <color=Highlight>log</color> mentioned in the classified manual?
3,log file,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0009.json,Speaker_100066_Name,Log File,Log File
3,log not authorized,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0030.json,InfoDisplay_103000008_Title,Log Not Authorized for Review,Log Not Authorized for Review
3,log upload,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0035.json,MenuConfig_107_Name,Log Upload,Log Upload
3,log upload canceled,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0104.json,GenericPrompt_LogUploadCancelTip_TipsText,Log Upload Canceled,Log Upload Canceled
3,log uploaded,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0105.json,Text_LogUploadSuccess_Text,Log Uploaded,Log Uploaded
3,logical clarity,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0076.json,Achievement_201108_Name,Logical Clarity,Logical Clarity
3,login days,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0064.json,HelpText_527_Title,Login Days,Login Days
3,logistics assurance,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,TowerDefense_OverallBuff_Name_25,Logistics Assurance,Logistics Assurance
3,logistics exile,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0010.json,Speaker_1151_Name,Logistics Exile,Logistics Exile
3,logistics optimization,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0037.json,TrapDefenseBdBuff_Name_1002191,Logistics Optimization,Logistics Optimization
3,lollipop i,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0113.json,ItemInfo_83100071_Name,Lollipop I,Lollipop I
3,lollipop ii,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0111.json,ItemInfo_83100071_Name2,Lollipop II,Lollipop II
3,lollipop iii,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0111.json,ItemInfo_83100071_Name3,Lollipop III,Lollipop III
3,lollo logistics delivery,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0113.json,ItemInfo_71290001_Name,Lollo Logistics Delivery Box,Lollo Logistics Delivery Box
3,lollo logistics forum,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0029.json,InfoDisplay_11040135_Title,Lollo Logistics Forum Post,Lollo Logistics Forum Post
3,lollo logistics interal,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0053.json,Entity_624f49518d4f57e612bedbba68476c680e7bac79e832586221cbc5f6ea69a05d,"""Lollo Logistics Interal Forum""","""Lollo Logistics Interal Forum"""
3,lollo logistics manager,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0013.json,Speaker_677_Name,Lollo Logistics Manager,Lollo Logistics Manager
3,lollo logistics navigator,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0012.json,Speaker_322_Title,Lollo Logistics Navigator,Lollo Logistics Navigator
3,lollo logistics price,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0029.json,InfoDisplay_11040151_Title,Lollo Logistics Price List,Lollo Logistics Price List
3,lollo logistics terminal,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0018.json,Speaker_850071_Name,Lollo Logistics Terminal,Lollo Logistics Terminal
3,lollo logistics truck,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0017.json,Speaker_800079_Name,Lollo Logistics Truck,Lollo Logistics Truck
3,lollo marker,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,FavorGoods_150401_Title,Lollo Marker,Lollo Marker
3,lollo screen,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0039.json,MechaAlbum_TaskName_Screen,Lollo Screen,Lollo Screen
3,lollo voucher,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0114.json,ItemInfo_80900002_Name,Lollo Voucher,Lollo Voucher
3,lollo warehouse,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0040.json,Area_1001_Title,Lollo Warehouse,Lollo Warehouse
3,lone courier,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0013.json,Speaker_684_Name,Lone Courier,Lone Courier
3,lone drifter,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0039.json,RoleSkin_81001411_TitleName,Lone Drifter,Lone Drifter
3,lone hoochief,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0012.json,Speaker_411_Name,Lone Hoochief,Lone Hoochief
3,lone isle,1,mistral_translate_work\split_by_prompt\json\name_title\lang_area\lang_area__name_title__part_0001.json,48,Lone Isle,Lone Isle
3,lone mandarin,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0036.json,MonsterInfo_350000010_DiscoveredDes,Lone Mandarin - Discovered placeholder,Lone Mandarin - Discovered placeholder
3,lone mourning aix,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0041.json,Activity_2004_Title,Lone Mourning Aix,Lone Mourning Aix
3,lone star,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0036.json,NpcHeadInfo_78_SecondName,Lone Star,Lone Star
3,lonely blob,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0034.json,Fishing_EntrustTitle7012,Lonely Blob,Lonely Blob
3,long fishing season,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0033.json,Fishing_EntrustTitle4005,Night Fishing: Long Fishing Season,Night Fishing: Long Fishing Season
3,long gone,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0094.json,FavorStory_120802_Title,Of a Childhood Long Gone,Of a Childhood Long Gone
3,long live friendship,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0077.json,Achievement_500101_Name,Long Live Friendship,Long Live Friendship
3,long winter,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0114.json,MusicName_200000007_Text,"A Long, Long Winter","A Long, Long Winter"
3,long's gaze suburbs,1,mistral_translate_work\split_by_prompt\json\name_title\lang_area\lang_area__name_title__part_0001.json,44,Long's Gaze Suburbs,Long's Gaze Suburbs
3,long's tear,1,mistral_translate_work\split_by_prompt\json\name_title\lang_area\lang_area__name_title__part_0001.json,76,Long's Tear,Long's Tear
3,long-awaited reunion,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0077.json,Achievement_500102_Name,Long-Awaited Reunion,Long-Awaited Reunion
3,long-range strike,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,SurvivorsTalentItem_16006_Name,Long-Range Strike,Long-Range Strike
3,look around,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0094.json,ChatExpression_198_Name,Look Around,Look Around
3,looks,1,mistral_translate_work\split_by_prompt\json\name_title\lang_country\lang_country__name_title__part_0001.json,13,A secret association wandered around the world. Their members crave for only power and evolutions and all preserve weird looks. More info of them await for revealing.,A secret association wandered around the world. Their members crave for only power and evolutions and all preserve weird looks. More info of them await for revealing.
3,loong bun recipe,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0111.json,ItemInfo_80010012_Name,Loong Bun Recipe,Loong Bun Recipe
3,loong bun ticket,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0029.json,InfoDisplay_102900002_Title,Loong Bun Ticket,Loong Bun Ticket
3,loong chamber,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0069.json,RogueRes_Event_Name_210041,Main Story: Loong Chamber,Main Story: Loong Chamber
3,loong lineage,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0076.json,Achievement_300169_Name,Loong Lineage,Loong Lineage
3,loong's gaze suburbs,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0040.json,Area_405_Title,Loong's Gaze Suburbs,Loong's Gaze Suburbs
3,loong's reign,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0024.json,RogueBuffPool_130404_BuffDesc,"<color=#c49e55>[Dodge]</color> Dodge thành công sẽ kích hoạt Loong's Reign, tạo ra vùng trì trệ. Tấn Công Bổ Sung Spectro tăng thêm {1} trong {2} giây. Hiệu ứng này chỉ có thể kích hoạt mỗi {3} giây một lần. Jinhsi phục hồi {0} Thanh Forte cho mỗi mục tiêu bị ảnh hưởng bởi hiệu ứng trì trệ.","<color=#c49e55>[Dodge]</color> Successful Dodges trigger Loong's Reign, generating a stagnation area. Spectro DMG Bonus is increased by {1} for {2}s. This effect can be triggered once every {3}s. Jinhsi restores {0} Forte Gauge for each target influenced by the stagnation effect."
3,loong's rest,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0041.json,Area_1616_Title,Loong's Rest,Loong's Rest
3,looped autopilot mode,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,AutoPilot_LoopPilotMode,Looped Autopilot Mode,Looped Autopilot Mode
3,loose shell,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0013.json,Speaker_522_Name,Loose Shell,Loose Shell
3,loot chest,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0058.json,Entity_cd9839829481d4a59d2526a8f69539bdc83b2187bd5e84c06a152da8ee24f50c,Loot Chest,Loot Chest
3,lord,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0110.json,ItemInfo_50000032_AttributesDescription,"có thể nhận được một Echo cấp lord, boss đã được mở khóa trong artbook","can get a lord, boss level Echo that has been unlocked in the artbook"
3,lord echo blind,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0110.json,ItemInfo_50000032_Name,Lord Echo Blind Box,Lord Echo Blind Box
3,lord wo'air placeholder,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0009.json,OccupationConfig_沃艾珥领主占用_Name,Lord Wo'air Placeholder,Lord Wo'air Placeholder
3,lorelei i,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0222.json,Achievement_300812_Desc,Bản Chiến Thuật Toàn Ảnh Hoàn Chỉnh: Phantom Pain - Lorelei I.,Complete Tactical Hologram: Phantom Pain - Lorelei I.
3,lorelei vi,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0222.json,Achievement_300813_Desc,Bản Chiến Thuật Toàn Ảnh Hoàn Chỉnh: Phantom Pain - Lorelei VI.,Complete Tactical Hologram: Phantom Pain - Lorelei VI.
3,lorelei's kindred,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0056.json,Entity_a8a925e72d5dfb3a87c761271589cb180f623417e3cc0bacd53973968262fb9e,Lorelei's Kindred,Lorelei's Kindred
3,lose control,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0078.json,FavorWord_120325_Title,Lose Control,Lose Control
3,lost,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,GuideTutorialPage_3304102_Content,"Độ ổn định sẽ giảm khi bị Tacet Discord tấn công dưới ảnh hưởng của Dư Âm Than Khóc. Nếu <color=#ffd12f>all Stability is lost</color>, <color=#ffd12f>the exploration will be terminated</color>, và toàn bộ vật phẩm trong Storage Bag sẽ bị mất.","Stability will decrease when attacked by Tacet Discords influenced by Lament Residue. If <color=#ffd12f>all Stability is lost</color>, <color=#ffd12f>the exploration will be terminated</color>, and all items in your Storage Bag will be lost."
3,lost cemetery,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0029.json,InfoDisplay_11070109_Title,Lost Cemetery,Lost Cemetery
3,lost dance shoes,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,TowerDefence_400030_PhantomTitle,Lost Dance Shoes,Lost Dance Shoes
3,lost dream i,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0073.json,RogueHotEntry_Name_13,Lost Dream I,Lost Dream I
3,lost dream ii,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0073.json,RogueHotEntry_Name_14,Lost Dream II,Lost Dream II
3,lost glory,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0075.json,Achievement_100288_Name,Lost Glory,Lost Glory
3,lost history,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0215.json,Achievement_100102_Desc,"Hoàn thành ""Lost History.""","Complete ""Lost History."""
3,lost info tablet,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0050.json,Entity_16f5211e4a44bf989b54d657308815a07040dbd56d43a13f55e285d845225038,Lost Info Tablet,Lost Info Tablet
3,lost mirror piece,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0113.json,ItemInfo_54_Name,Lost Mirror Piece,Lost Mirror Piece
3,lost puzzle piece,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0090.json,Farm_Toy37,Lost Puzzle Piece,Lost Puzzle Piece
3,lost self,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0013.json,Speaker_578_Name,Lost Self,Lost Self
3,lost signs,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0029.json,InfoDisplay_11020104_Title,Lost Signs,Lost Signs
3,lost song,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0076.json,Achievement_301210_Name,"Torn Plushie, Lost Song","Torn Plushie, Lost Song"
3,lost stars,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0076.json,Achievement_300236_Name,Lost Stars,Lost Stars
3,lost student,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0014.json,Speaker_700374_Name,Lost Student,Lost Student
3,lotta's diary i,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0031.json,InfoDisplay_102176806_Title,Lotta's Diary I,Lotta's Diary I
3,lotta's reverberation,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0019.json,Speaker_850450_Name,Lotta's Reverberation,Lotta's Reverberation
