phrase,count,sample_file,sample_key,sample_translation,sample_source
introduction of the,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0008.json,MonsterDisplay_1_Introduce,Introduction of the Crownless,Introduction of the Crownless
investment,1,mistral_translate_work\split_by_prompt\json\name_title\lang_country\lang_country__name_title__part_0001.json,9,"Họ gather in the Serpent Repair Shop, and is a group of invention lovers from different places of Huanglong. Họ call themselves the Sea Drakes. While they're all trying to get investment, things always go south for them.","They gather in the Serpent Repair Shop, and is a group of invention lovers from different places of Huanglong. They call themselves the Sea Drakes. While they're all trying to get investment, things always go south for them."
is approaching,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0075.json,Achievement_100273_Name,The Storm That Is Approaching,The Storm That Is Approaching
is reduced,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0007.json,bossrush3_5_desc,"<color=#c89a45>Combat Rank Buff: Echo Skill cooldown is reduced, and Echo Skill DMG is increased.</color>

Sử dụng Kỹ Năng Echo sẽ tăng hiệu suất Tăng Cấp Combat lên <color=#c89a45>20%</color> trong 12 giây, kích hoạt mỗi 5 giây. Đánh trúng mục tiêu bằng Kỹ Năng Echo sẽ giảm Vibration Strength Động của chúng đi <color=#c89a45>18%</color>, kích hoạt mỗi 5 giây.

<size=5> </size>

A: Đánh trúng mục tiêu bằng Kỹ Năng Echo sẽ giảm thêm <color=#c89a45>18%</color> Vibration Strength Động của chúng và hồi <color=#c89a45>50</color> Concerto Energy cho tất cả thành viên trong đội. Hiệu ứng này kích hoạt mỗi 5 giây.

<size=5> </size>

S: Đánh trúng mục tiêu sẽ giảm Cooldown chiêu Kỹ Năng Echo đi <color=#c89a45>50%</color>. Hiệu ứng này kích hoạt mỗi 5 giây.

<size=5> </size>

SS: Sát thương Kỹ Năng ","<color=#c89a45>Combat Rank Buff: Echo Skill cooldown is reduced, and Echo Skill DMG is increased.</color>

Casting Echo Skill increases Combat Rank efficiency by <color=#c89a45>20%</color> for 12s, triggered once every 5s. Hitting a target with Echo Skill reduces their Vibration Strength by <color=#c89a45>18%</color>, triggered once every 5s.

<size=5> </size>

A: Hitting a target with Echo Skill reduces their Vibration Strength by an additional <color=#c89a45>18%</color> and recovers all team m"
is something worth,1,mistral_translate_work\split_by_prompt\json\name_title\lang_country\lang_country__name_title__part_0001.json,3,"Pioneer Association was founded after the Wuthering War by human community. Họ sometimes go by PA for short.
Due to the trusting relationship between Resonators and regular people in Huanglong, PA got relatively huge scale in Huanglong, and take on more responsibility. Joining the PA is something worth being proud of in Huanglong.","Pioneer Association was founded after the Wuthering War by human community. They sometimes go by PA for short.
Due to the trusting relationship between Resonators and regular people in Huanglong, PA got relatively huge scale in Huanglong, and take on more responsibility. Joining the PA is something worth being proud of in Huanglong."
is the backbone,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Fishing_TechEffect171,"Nghiên cứu Hướng dẫn Fishing Rinascita sẽ giúp cậu trở thành một ngư dân lão luyện, kiếm được nhiều <color=#e7a60b>Fishery Coins</color> hơn từ các <color=#e7a60b>Requests</color>.

<color=#929292>True fishing skill is the backbone of any fisher's reputation.</color>","Studying the Rinascita Fishing Guide makes you a skilled fisher who can earn more <color=#e7a60b>Fishery Coins</color> from <color=#e7a60b>Requests</color>.

<color=#929292>True fishing skill is the backbone of any fisher's reputation.</color>"
is with me,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0076.json,Achievement_300150_Name,Jué Is With Me,Jué Is With Me
it hurts,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0023.json,FavorStory_160302_Content,"Nàng tỉnh giấc sau cơn mơ.

Bốn bức tường của khoang y tế chìm dần vào bóng tối. Bị bao trùm trong sự im lặng nặng nề do hệ thống cách âm, Camellya chớp mắt, ánh nhìn khô khốc quay sang bên phải. Các chỉ số trên màn hình Terminal đã trở lại bình thường. Xiềng xích trên cổ tay và mắt cá chân đã nới lỏng, thế nhưng nàng vẫn cảm thấy yếu ớt, buộc phải nằm yên trong không gian chật hẹp của khoang.

Nàng cố nhớ lại những gì đã xảy ra. Nàng cố gắng giữ vẻ bình tĩnh mong manh để hồi tưởng, nhưng ký ức đã mất như một vực thẳm không đáy—nhìn vào chỉ thấy bóng tối. Ký ức của nàng lại một lần nữa vỡ vụn.

Chỉ mới ở cùng <te href=850109>the Black Shores</te> được một năm, Camellya vừa mới vượt qua bài test để trở thành Bloom Bearer chính thức. Giờ đây, nàng được tiếp cận nhiều hơn với kho lưu trữ thôn","She awoke from her dream.

The walls of the medical pod sank into darkness. Enveloped in heavy silence due to sound dampening, Camellya blinked and turned her dry gaze to the right. The indicators on the Terminal screen had returned to normal. The shackles around her wrists and ankles had loosened, yet she still felt weak, forcing her to remain lying in the narrow confines of the pod.

She tried to recall what had happened. She forced a precarious composure trying to remember, but the lost memor"
it's enough to,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Fishing_TechEffect221,"Đèn tàu cải tiến giúp giảm Cooldown chiêu của <color=#e7a60b>Nautical Light</color>.

<color=#929292>Dim as the light may be, it's enough to pierce through the mist and darkness.</color>","A modified ship light that reduces the <color=#e7a60b>Nautical Light</color> cooldown.

<color=#929292>Dim as the light may be, it's enough to pierce through the mist and darkness.</color>"
it's now more,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Fishing_TechEffect222,"Đèn tàu cải tiến giúp giảm Cooldown chiêu của <color=#e7a60b>Nautical Light</color>.

<color=#929292>Cảm ơn to its upgraded power unit, it's now more efficient and durable.</color>","A modified ship light that further reduces the <color=#e7a60b>Nautical Light</color> cooldown.

<color=#929292>Thanks to its upgraded power unit, it's now more efficient and durable.</color>"
its mysterious friend,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0039.json,FeiXueWarmup_1045,Hoàn thành Nhiệm vụ: A Soliskin and Its Mysterious Friend,Complete Task: A Soliskin and Its Mysterious Friend
its newly added,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Fishing_TechEffect223,"Đèn tàu cải tiến giúp giảm Cooldown chiêu của <color=#e7a60b>Nautical Light</color>.

<color=#929292>Its newly added capacitor ensures both stable power and flexible usage.</color>","A modified ship light that further reduces the <color=#e7a60b>Nautical Light</color> cooldown.

<color=#929292>Its newly added capacitor ensures both stable power and flexible usage.</color>"
jinzhou and other,1,mistral_translate_work\split_by_prompt\json\system_text\lang_hot_patch\lang_hot_patch__system_text__part_0001.json,Source_Title_2,[Environment] Jinzhou and other areas,[Environment] Jinzhou and other areas
join the conversation,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0006.json,LevelPlay_150750007_InteractContent_150_1,Join the conversation,Join the conversation
joining the pa,1,mistral_translate_work\split_by_prompt\json\name_title\lang_country\lang_country__name_title__part_0001.json,3,"Pioneer Association was founded after the Wuthering War by human community. Họ sometimes go by PA for short.
Due to the trusting relationship between Resonators and regular people in Huanglong, PA got relatively huge scale in Huanglong, and take on more responsibility. Joining the PA is something worth being proud of in Huanglong.","Pioneer Association was founded after the Wuthering War by human community. They sometimes go by PA for short.
Due to the trusting relationship between Resonators and regular people in Huanglong, PA got relatively huge scale in Huanglong, and take on more responsibility. Joining the PA is something worth being proud of in Huanglong."
journal i,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,AreaReportTitle_Text49,The Fisalia Family Journal I,The Fisalia Family Journal I
journal ii,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,AreaReportTitle_Text50,The Fisalia Family Journal II,The Fisalia Family Journal II
justice and the,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0009.json,ReignsCard_700047_CardTitle,Justice and the sword,Justice and the sword
kerasaurs are amphibious,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0020.json,Morale_flagdesc_2,"Kẻ địch có <color=HighlightB>higher RES</color> với <color=Wind>Aero DMG</color>.

<color=#9a9da3>Kerasaurs are amphibious Tacet Discords mimicking Saurosuchus. Fierce in battles, they are named for the rows of horns covering their bodies.
Not native to Septimont, Kerasaurs were introduced as gladiatorial opponents in matches, prized for their distinct appearance and aggressive behavior.
Their pronounced territorial instincts also make them suitable for training as functional Echoes, where they serve in roles such as city defense and patrol.</color>","The enemies have a <color=HighlightB>higher RES</color> to <color=Wind>Aero DMG</color>.

<color=#9a9da3>Kerasaurs are amphibious Tacet Discords mimicking Saurosuchus. Fierce in battles, they are named for the rows of horns covering their bodies.
Not native to Septimont, Kerasaurs were introduced as gladiatorial opponents in matches, prized for their distinct appearance and aggressive behavior.
Their pronounced territorial instincts also make them suitable for training as functional Echoes, wher"
kerasaurs are fierce,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,Morale_flagdesc_map_2,"Kẻ địch có <color=HighlightB>higher RES</color> với <color=Wind>Aero DMG</color>.

<color=#767676>Kerasaurs are fierce, amphibious Tacet Discords mimicking Saurosuchus. Họ gain their name from the spiky scales covering their bodies. Kerasaurs are not indigenous to Septimont. Họ were introduced as gladiatorial opponents in matches for their distinct appearance and aggressive behavior.
Their pronounced territorial instincts also make them the ideal Echoes to serve in the city's defense force once tamed.</color>","The enemies have a <color=HighlightB>higher RES</color> to <color=Wind>Aero DMG</color>.

<color=#767676>Kerasaurs are fierce, amphibious Tacet Discords mimicking Saurosuchus. They gain their name from the spiky scales covering their bodies. Kerasaurs are not indigenous to Septimont. They were introduced as gladiatorial opponents in matches for their distinct appearance and aggressive behavior.
Their pronounced territorial instincts also make them the ideal Echoes to serve in the city's defense "
kerasaurs are not,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,Morale_flagdesc_map_2,"Kẻ địch có <color=HighlightB>higher RES</color> với <color=Wind>Aero DMG</color>.

<color=#767676>Kerasaurs are fierce, amphibious Tacet Discords mimicking Saurosuchus. Họ gain their name from the spiky scales covering their bodies. Kerasaurs are not indigenous to Septimont. Họ were introduced as gladiatorial opponents in matches for their distinct appearance and aggressive behavior.
Their pronounced territorial instincts also make them the ideal Echoes to serve in the city's defense force once tamed.</color>","The enemies have a <color=HighlightB>higher RES</color> to <color=Wind>Aero DMG</color>.

<color=#767676>Kerasaurs are fierce, amphibious Tacet Discords mimicking Saurosuchus. They gain their name from the spiky scales covering their bodies. Kerasaurs are not indigenous to Septimont. They were introduced as gladiatorial opponents in matches for their distinct appearance and aggressive behavior.
Their pronounced territorial instincts also make them the ideal Echoes to serve in the city's defense "
kerasaurs were introduced,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0020.json,Morale_flagdesc_2,"Kẻ địch có <color=HighlightB>higher RES</color> với <color=Wind>Aero DMG</color>.

<color=#9a9da3>Kerasaurs are amphibious Tacet Discords mimicking Saurosuchus. Fierce in battles, they are named for the rows of horns covering their bodies.
Not native to Septimont, Kerasaurs were introduced as gladiatorial opponents in matches, prized for their distinct appearance and aggressive behavior.
Their pronounced territorial instincts also make them suitable for training as functional Echoes, where they serve in roles such as city defense and patrol.</color>","The enemies have a <color=HighlightB>higher RES</color> to <color=Wind>Aero DMG</color>.

<color=#9a9da3>Kerasaurs are amphibious Tacet Discords mimicking Saurosuchus. Fierce in battles, they are named for the rows of horns covering their bodies.
Not native to Septimont, Kerasaurs were introduced as gladiatorial opponents in matches, prized for their distinct appearance and aggressive behavior.
Their pronounced territorial instincts also make them suitable for training as functional Echoes, wher"
kid by the,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0011.json,Speaker_200043_Name,Kid By the Water,Kid By the Water
kids in the,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0011.json,Speaker_200073_Name,Kids in the Park [Onlookers],Kids in the Park [Onlookers]
kill it with,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0076.json,Achievement_300172_Name,Kill It With Heat,Kill It With Heat
kitty conquerer,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0020.json,Speaker_969_Title,Kitty Conquerer: Chosen by the Mysterious Giọng nói,Kitty Conquerer: Chosen by the Mysterious Voice
knighting ceremony,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0030.json,InfoDisplay_22010102_Title,Record of the Knighting Ceremony,Record of the Knighting Ceremony
kuroro the manager,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0013.json,Speaker_566_Name,Kuroro the Manager,Kuroro the Manager
lancet of the,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0034.json,Fishing_EntrustTitle4002,Lancet of the Sea,Lancet of the Sea
last light,1,mistral_translate_work\split_by_prompt\json\rc_description\lang_multi_text\lang_multi_text__rc_description__part_0001.json,ResonantChain_281_AttributesDescription,"Intro Skill <color=Highlight>Before Injection of Dawn</color> và Kỹ Năng Kết Thúc <color=Highlight>Bow to the Last Light</color> nhận thêm {0} Tăng Sát Thương.
Resonance Skill <color=Highlight>Golden Reflux</color> tăng Hệ Số Sát Thương thêm {1}, giảm Thời Gian Cooldown {2} giây và nhận thêm 1 lần tích lũy.","Intro Skill <color=Highlight>Before Injection of Dawn</color> and Outro Skill <color=Highlight>Bow to the Last Light</color> gain {0} DMG Bonus.
Resonance Skill <color=Highlight>Golden Reflux</color> has its DMG Multiplier increased by {1} and Cooldown reduced by {2}s, and gains 1 more charge."
laurel of carnevale,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0048.json,Main_Linaxita_2_3_30_32,"Cậu chia sẻ tầm nhìn của mình với Brant và Roccia. Họ đưa ra giả thuyết rằng Rồng Dirge từng chỉ là một Tacet Discord bình thường, hấp thụ tần số để sống. Nhưng giờ đây, dưới sự điều khiển của The Order, nó trở thành điềm báo tử thần, tấn công mọi thứ trên đường đi. Trong trận chiến, Brant còn tìm thấy một bông Lycoris trên mặt đất, cho thấy Fractsidus lại đứng sau vụ này.
Brant kể rằng đoàn của anh từng chạm trán Fractsidus trên biển. Sau khi chia tay cậu, họ tiếp tục theo dõi Cetus the Tidebreaker và cũng phát hiện một bông Lycoris trên đuôi nó. Cậu nghi ngờ kế hoạch của Fractsidus có liên quan đến Carnevale và Sentinel of Rinascita. Vì đoàn của Brant đến đây để tham gia Carnevale, họ quyết tâm cùng cậu đối đầu với Fractsidus.
Brant còn nhắc rằng một thành viên trong đoàn từng giành được","You share your vision with Brant and Roccia. They theorize that the Dragon of Dirge was once a simple Tacet Discord that fed on frequencies. But now it becomes a harbinger of death under The Order's control and attacks anything in its path. During the battle, Brant also found a Lycoris on the ground, suggesting that Fractsidus is again behind this.
Brant explains that his troupe has faced Fractsidus at sea before. After they parted ways with you, they kept tracking Cetus the Tidebreaker and foun"
let the bass,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,Achievement_400301_Name,Let The Bass Kick!,Let The Bass Kick!
liberation marks owned,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0007.json,bossrush3_3_desc,"<color=#c89a45>Combat Rank Buff: Resonance Liberation DMG scales with the number of Resonance Liberation Marks owned.</color>

Khi bắt đầu thử thách, Resonance Energy được hồi phục thêm <color=#c89a45>49%</color>. Khi Resonance Energy đầy, mỗi giây sẽ nhận được <color=#c89a45>1 stack</color> Resonance Liberation. Với Điểm Resonance Liberation, đánh trúng mục tiêu sẽ giảm Vibration Strength của chúng đi <color=#c89a45>2%</color>, kích hoạt mỗi 0,3 giây. Sử dụng Resonance Liberation sẽ tăng hiệu suất Cấp Độ Combat lên <color=#c89a45>20%</color> trong 15 giây.
<size=5> </size>
A: Nhận Điểm Resonance Liberation sẽ hồi phục <color=#c89a45>10</color> Concerto Energy. Sử dụng Resonance Liberation sẽ loại bỏ tất cả Điểm Resonance Liberation, mỗi Điểm Resonance Liberation tăng Sát Thương Resonance ","<color=#c89a45>Combat Rank Buff: Resonance Liberation DMG scales with the number of Resonance Liberation Marks owned.</color>

At the start of the challenge, Resonance Energy is additionally recovered by <color=#c89a45>49%</color>. When Resonance Energy is full, <color=#c89a45>1 stack</color> of Resonance Liberation Mark is granted per second. With Resonance Liberation Mark, hitting a target reduces their Vibration Strength by <color=#c89a45>2%</color>, triggered once every 0.3s. Casting Resonan"
lies,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0211.json,RogueRes_EventPlot_Des_510061_4,"<color=RedD>That's where the truth about ""her"" lies.</color>","<color=RedD>That's where the truth about ""her"" lies.</color>"
light may be,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Fishing_TechEffect221,"Đèn tàu cải tiến giúp giảm Cooldown chiêu của <color=#e7a60b>Nautical Light</color>.

<color=#929292>Dim as the light may be, it's enough to pierce through the mist and darkness.</color>","A modified ship light that reduces the <color=#e7a60b>Nautical Light</color> cooldown.

<color=#929292>Dim as the light may be, it's enough to pierce through the mist and darkness.</color>"
light the lamp,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0007.json,LevelPlay_157850009_InteractContent_157_1,Light the lamp,Light the lamp
lighthouse and blake,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0032.json,BackgroundCard_80065012_Title,"""Lighthouse and Blake Bloom"" Medal","""Lighthouse and Blake Bloom"" Medal"
lightly we toss,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0033.json,LoadingTipsText_900201_Title,Lightly We Toss the Crown,Lightly We Toss the Crown
line,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0010.json,GuideTutorialPage_34008_Content,"Sau khi kích hoạt, <color=#ffd12f>reach the finish line</color> hoặc <color=#ffd12f>collect a certain amount of Mục tiêu Points</color> trong thời gian quy định để nhận phần thưởng tương ứng.","After activation, <color=#ffd12f>reach the finish line</color> or <color=#ffd12f>collect a certain amount of Target Points</color> within the specified time to claim the corresponding rewards."
lion beast,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0009.json,ReignsCard_700035_CardDesc,Succesfully defeated the Lion Beast,Succesfully defeated the Lion Beast
listening to the,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,HelpText_2300101_Content,"<color=yellow>Yangyang's Unique Ability: Listening to the Wind</color>

Khi Yangyang sử dụng [Heavy Attack], cô có thể tiêu hao 1 lớp [Echo] để thực hiện lại [Basic Attack], gây sát thương thuộc tính gió.

[Echo] có thể tích lũy thông qua [Chuỗi Basic Attack], [Intro Skill], [Phát Kích Feather] và [Effect Gió Bắc].","<color=yellow>Yangyang's Unique Ability: Listening to the Wind</color>

When Yangyang uses a [Heavy Attack], she can consume 1 layer of [Echo] to perform a [Basic Attack] again, causing wind attribute damage.

[Echo] can be accumulated through [Basic Attack Combo], [Intro Skill], [Feather Release Slash], and [North Wind Effect]."
lister the tormentor,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,Achievement_400143_Name,Lister the Tormentor,Lister the Tormentor
little girl by,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0013.json,Speaker_700060_Name,Little Girl by the Lake,Little Girl by the Lake
living,1,mistral_translate_work\split_by_prompt\json\name_title\lang_country\lang_country__name_title__part_0001.json,11,"Exile is a name for all the individuals and organizations who was tossed out of the city and committed crime and scavenge for a living. Họ follow no jurisdiction. The most powerful individuals of each camp will have the right to give orders. In Huanglong, they gather in Wasted Metropolis. Họ're divided into 2 different group cause of their believes. One of the gang seems to be quite welcoming when it comes to outsiders.","Exile is a name for all the individuals and organizations who was tossed out of the city and committed crime and scavenge for a living. They follow no jurisdiction. The most powerful individuals of each camp will have the right to give orders. In Huanglong, they gather in Wasted Metropolis. They're divided into 2 different group cause of their believes. One of the gang seems to be quite welcoming when it comes to outsiders."
loaded and chambered,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0029.json,QuestChapter_1002_ChapterName,Loaded and Chambered,Loaded and Chambered
log fragment on,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0013.json,Speaker_700128_Name,Log Fragment on the Duty Desk,Log Fragment on the Duty Desk
long history forged,1,mistral_translate_work\split_by_prompt\json\name_title\lang_country\lang_country__name_title__part_0001.json,3,"Huanglong is a nation of thousands of years. Long history forged a special and traditional culture for this nation. Although the Lament fracture it's development, but its people are still fighting and trying their best to inherit whatever the nation remains.
In the Recovery Age. Huanglong's Tacetite Industry brought life again to this country. With the endless order for the Tacetite, Huanglong's economy has ever stopped booming.","Huanglong is a nation of thousands of years. Long history forged a special and traditional culture for this nation. Although the Lament fracture it's development, but its people are still fighting and trying their best to inherit whatever the nation remains.
In the Recovery Age. Huanglong's Tacetite Industry brought life again to this country. With the endless order for the Tacetite, Huanglong's economy has ever stopped booming."
look up at,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0007.json,LevelPlay_208750025_QuestScheduleMainTitle_208_1,Look up at the stars,Look up at the stars
looks,1,mistral_translate_work\split_by_prompt\json\name_title\lang_country\lang_country__name_title__part_0001.json,13,A secret association wandered around the world. Their members crave for only power and evolutions and all preserve weird looks. More info of them await for revealing.,A secret association wandered around the world. Their members crave for only power and evolutions and all preserve weird looks. More info of them await for revealing.
lost,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,GuideTutorialPage_3304102_Content,"Độ ổn định sẽ giảm khi bị Tacet Discord tấn công dưới ảnh hưởng của Dư Âm Than Khóc. Nếu <color=#ffd12f>all Stability is lost</color>, <color=#ffd12f>the exploration will be terminated</color>, và toàn bộ vật phẩm trong Storage Bag sẽ bị mất.","Stability will decrease when attacked by Tacet Discords influenced by Lament Residue. If <color=#ffd12f>all Stability is lost</color>, <color=#ffd12f>the exploration will be terminated</color>, and all items in your Storage Bag will be lost."
lottie lost with,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0041.json,InstanceDungeon_8610_Name,Lottie Lost with a Parasol,Lottie Lost with a Parasol
lovers from different,1,mistral_translate_work\split_by_prompt\json\name_title\lang_country\lang_country__name_title__part_0001.json,9,"Họ gather in the Serpent Repair Shop, and is a group of invention lovers from different places of Huanglong. Họ call themselves the Sea Drakes. While they're all trying to get investment, things always go south for them.","They gather in the Serpent Repair Shop, and is a group of invention lovers from different places of Huanglong. They call themselves the Sea Drakes. While they're all trying to get investment, things always go south for them."
lumi's,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,HelpText_224_Content,"Trong thử thách này:
<color=Highlight>Lumi's</color> của <color=Highlight>Yellow Light: Zoom</color> không tiêu hao STA.
Chi phí STA khi bay được giảm.

Buff chính: <color=Highlight>Hitting a target with Basic Attack</color> hoặc <color=Highlight>dealing Basic Attack DMG</color> sẽ triệu hồi thêm Starfall gây Electro DMG.","In this challenge:
<color=Highlight>Lumi's</color> <color=Highlight>Yellow Light: Zoom</color> doesn't consume STA.
Flight STA cost is reduced.

Key Buff: <color=Highlight>Hitting a target with Basic Attack</color> or <color=Highlight>dealing Basic Attack DMG</color> additionally summons Starfall that deals Electro DMG."
lupa the dupa,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0152.json,FWNPC_QQYC_45_2,"Tao đã bảo rồi, dồn hết vào Lupa đi, mày sẽ thắng lớn! Lupa the Dupa. Cô ấy là nhất đấy!","I told you, go all in on Lupa and you'll cash in big! Lupa the Dupa. She's the best!"
magnetism before light,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,FavorRoleInfo_1306_TalentName,Magnetism Before Light,Magnetism Before Light
make sure you,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_36014_Content,"Những Resonator mang thuộc tính Giấc Mơ này lấy <color=#ffd12f>Exchange</color> làm khả năng cốt lõi. Sau khi ở lại chiến trường đủ số ngày nhất định, một số Resonator sẽ tự loại bỏ và để lại nhiều hiệu ứng tăng cường khác nhau.
<color=#ffd12f>Certain Dream of Exchange Echoes can produce Echoes with the ability to Exchange. Whenever Exchange is triggered, this type of Echo becomes buffed.</color>

Để tối đa hóa lợi ích, <color=#ffd12f>make sure you can produce enough Echoes with the ability to Exchange</color> nếu bạn chọn Giấc Mơ Trao đổi.","Echoes with this Dream Attribute center on <color=#ffd12f>Exchange</color> as their core ability. After staying on the field for a set number of days, some Echoes will remove themselves and leave behind various buff effects.
<color=#ffd12f>Certain Dream of Exchange Echoes can produce Echoes with the ability to Exchange. Whenever Exchange is triggered, this type of Echo becomes buffed.</color>

To maximize gains, <color=#ffd12f>make sure you can produce enough Echoes with the ability to Exchange<"
man with an,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0011.json,Speaker_200069_Name,Man with an Earpiece [Correspondent],Man with an Earpiece [Correspondent]
man with camera,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0011.json,Speaker_200092_Name,Man with Camera [Camera Operator],Man with Camera [Camera Operator]
man with foreign,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0011.json,Speaker_200071_Name,Man with Foreign Accent [Onlooker],Man with Foreign Accent [Onlooker]
man with hollow,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0019.json,Speaker_899_Name,Man with Hollow Eyes,Man with Hollow Eyes
many gradation echoes,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_36012_Content,"Những Resonator mang thuộc tính Giấc Mơ này lấy <color=#ffd12f>Gradation</color> làm khả năng cốt lõi.
Một số Resonator sẽ <color=#ffd12f>trigger Gradation once and obtain buffs after staying on the field for a set number of days</color>.

Để tối đa hóa lợi ích, <color=#ffd12f>try placing as many Gradation Echoes in the early days as possible</color> nếu bạn chọn Giấc Mơ Tiến Hóa.","Echoes with this Dream Attribute center around <color=#ffd12f>Gradation</color> as their core ability.
Certain Echoes will <color=#ffd12f>trigger Gradation once and obtain buffs after staying on the field for a set number of days</color>.

To maximize your gains, <color=#ffd12f>try placing as many Gradation Echoes in the early days as possible</color> if you select Dream of Gradation."
marcia the lifespring,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,PhantomBattleChallengeNPCName_1009,Marcia the Lifespring,Marcia the Lifespring
