severity,suspicious_count,ratio,words,domain,file,primary_key,translation,source_en
8.0,1,0.5,Predator,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,TrapDefenseMonsterName9,Aero Predator,Aero Predator
8.0,1,0.5,Prism,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,TrapDefenseMonsterName10,Spectro Prism,Spectro Prism
8.0,1,0.5,Prism,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,TrapDefenseMonsterName11,Aero Prism,Aero Prism
8.0,1,0.5,Prism,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,TrapDefenseMonsterName12,Glacio Prism,Glacio Prism
8.0,1,0.5,Prism,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,TrapDefenseMonsterName14,Fusion Prism,Fusion Prism
8.0,1,0.5,Prism,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,TrapDefenseMonsterName15,Havoc Prism,Havoc Prism
8.0,1,0.5,Discords,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,TrapDefenseMonsterRiskSmall,Tiêu Chuẩn Tacet Discords,Standard Tacet Discords
8.0,1,0.5,Synergy,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,TrapDefenseBd_Name_4,Echo Synergy,Echo Synergy
8.0,1,0.5,Beacon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,TrapDefenseBuildingName3,Glacio Beacon,Glacio Beacon
8.0,1,0.5,Sim,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,ItemInfo_80300004_Name,Sim Creditss,Sim Credits
8.0,1,0.5,Discord,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,ErrorCode_2200091_Text,Tacet Discord chưa được cấu hình,Tacet Discord not configured
8.0,1,0.5,KU,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,ErrorCode_2200110_Text,Vũ khí của KU-Roro này đang bị khóa,This KU-Roro's Weapon is locked
8.0,1,0.5,KU,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,ErrorCode_2200115_Text,Vũ khí của KU-Roro chưa được cấu hình,KU-Roro's Weapon not configured
8.0,1,0.5,KU,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,ErrorCode_2200122_Text,Không có cấu hình cấp độ Vũ khí của KU-Roro,KU-Roro's Weapon level not configured
8.0,1,0.5,Discord,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,ErrorCode_2200146_Text,Không phải thực thể Tacet Discord,Not the Tacet Discord entity
8.0,1,0.5,Tactic,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,ErrorCode_2200166_Text,Tactic đã đạt cấp cao nhất,The Tactic has reached the highest level
8.0,1,0.5,Flight,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,JinZhouFly_FunctionUnLockDes,Flight Công cụ hiện đã có sẵn tại Jinzhou,Flight Utility is now available in Jinzhou
8.0,1,0.5,Recommendations,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,RoleProject_PhantomRecommend,Echo Recommendations,Echo Recommendations
8.0,1,0.5,EXP,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,RoleProject_ItemType01,Vật liệu EXP Resonator,Resonator EXP Material
8.0,1,0.5,Runaway,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,Activity_Crossline_LevelGroup5,The Runaway,The Runaway
8.0,1,0.5,Runaway,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,CrossLine_Level_05_Title01,The Runaway: Khó,The Runaway: Hard
8.0,1,0.5,Ninja,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,Achievement_400151_Name,Capybara Ninja! Sức Mạnh Loài Gặm Nhấm!,Ninja Capybaras! Rodent Power!
8.0,1,0.5,Whisper,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,FavorStory_130601_Title,The Whisper,The Whisper
8.0,1,0.5,Summon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,FavorWord_130657_Title,Echo Summon,Echo Summon
8.0,1,0.5,Summon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,FavorWord_141071_Title,Echo Summon,Echo Summon
8.0,1,0.5,Rising,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,QuestTree_ChapterName_1,Jinzhou Rising,Jinzhou Rising
8.0,1,0.5,Lahai,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,QuestTree_ChapterRegion_3,Lahai-Roi,Lahai-Roi
8.0,1,0.5,I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,QuestTree_ChapterInfo_1,Huanglong - Chương I,Huanglong - Chapter I
8.0,1,0.5,II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,QuestTree_ChapterInfo_2,Rinascita - Chương II,Rinascita - Chapter II
8.0,1,0.5,Rate,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,SurvivorsCrit_Name,Crit. Rate,Crit. Rate
8.0,1,0.5,Regen,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,SurvivorsHealChange_Name,HP Regen,HP Regen
8.0,1,0.5,Penetration,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,SurvivorsIgnoreDefRate_Name,DEF Penetration,DEF Penetration
8.0,1,0.5,Healing,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,SurvivorsTalentItem_12010_Name,Healing Ban,Healing Ban
8.0,1,0.5,Boost,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,SurvivorsTalentItem_13004_Name,Crit Boost,Crit Boost
8.0,1,0.5,Boost,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,SurvivorsTalentItem_16013_Name,Spectro Boost,Spectro Boost
8.0,1,0.5,Boost,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,SurvivorsTalentItem_16014_Name,Havoc Boost,Havoc Boost
8.0,1,0.5,Boost,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,SurvivorsTalentItem_16015_Name,Aero Boost,Aero Boost
8.0,1,0.5,Boost,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,SurvivorsTalentItem_16016_Name,Fusion Boost,Fusion Boost
8.0,1,0.5,Boost,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,SurvivorsTalentItem_16017_Name,Glacio Boost,Glacio Boost
8.0,1,0.5,Boost,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,SurvivorsTalentItem_16018_Name,Electro Boost,Electro Boost
8.0,1,0.5,op,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,QuestTree_OnlineRestriction,Không thể tiến hành ở Chế độ Co-op,Cannot proceed in Co-op Mode
8.0,1,0.5,Ziqi,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,FavorRoleInfo_1411_CN,Gan Ziqi,Gan Ziqi
8.0,1,0.5,Summon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0094.json,FavorWord_141160_Title,Echo Summon,Echo Summon
8.0,1,0.5,Summon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0094.json,FavorWord_120861_Title,Echo Summon,Echo Summon
8.0,1,0.5,Capsule,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0094.json,HonamiStoryAreaTask_1303_Name,Kích hoạt Máy Capsule bị nhiễm Lament một lần,Activate a Lament-Contaminated Capsule Machine once
8.0,1,0.5,II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0094.json,PlotType_124_TypeDescription,Rinascita Chương II: Quá Khứ Sẽ Luôn Trở Lại,Rinascita Chapter II: The Bygone Shall Always Return
8.0,1,0.5,II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0094.json,PlotType_126_TypeDescription,Rinascita Chương II: Kẻ Lạ Mặt Ở Vùng Đất Lạ,Rinascita Chapter II: A Stranger in a Strange Land
8.0,1,0.5,Hologram,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0094.json,EpithetSourcebriefDesc_3.0HuanTong,Hoàn thành tất cả thử thách trong Chiến thuật Hologram: Nỗi Đau Ảo Giác,Complete all challenges in Tactical Hologram: Phantom Pain
8.0,1,0.5,Lahai,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0095.json,Source_Title_9,[Region] [Region] Lahai-Roi,[Region] Lahai-Roi
8.0,1,0.5,Elizabeth,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0095.json,FavorRoleInfo_1307_EN,Elizabeth Chu,Elizabeth Chu
8.0,1,0.5,Summon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0095.json,FavorWord_150866_Title,Echo Summon,Echo Summon
8.0,1,0.5,Summon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0095.json,FavorWord_130765_Title,Echo Summon,Echo Summon
8.0,1,0.5,Disruption,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0095.json,bossrush4_17_title,Echo Disruption,Echo Disruption
8.0,1,0.5,Cockpit,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0095.json,ChanllengeBackToCockpit,Quay về Cockpit,Return to Cockpit
8.0,1,0.5,Prism,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0095.json,PhantomBattleCardName_732008,Fusion Prism,Fusion Prism
8.0,1,0.5,Prism,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0095.json,PhantomBattleCardName_734008,Aero Prism,Aero Prism
8.0,1,0.5,Prism,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0095.json,PhantomBattleCardName_736008,Havoc Prism,Havoc Prism
8.0,1,0.5,Antivoid,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,MotorBike_TechTree_10001_Hint,Nhận tổng cộng 5 Điểm Mod Antivoid,Obtain 5 Antivoid Modding Points in total
8.0,1,0.5,Antivoid,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,MotorBike_TechTree_10002_Hint,Nhận tổng cộng 9 Điểm Mod Antivoid,Obtain 9 Antivoid Modding Points in total
8.0,1,0.5,Antivoid,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,MotorBike_TechTree_10003_Hint,Nhận tổng cộng 12 Điểm Mod Antivoid,Obtain 12 Antivoid Modding Points in total
8.0,1,0.5,Lahai,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,MotorSharingRide_Region04,Lahai-Roi,Lahai-Roi
8.0,1,0.5,Other,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,PhantomDisplay_ElseTitle,Other Echoes,Other Echoes
8.0,1,0.5,Ordinary,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,PhantomDisplay_GeneralSkillTitle,Ordinary Echo,Ordinary Echo
8.0,1,0.5,Special,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,PhantomDisplay_SpecialSkillTitle,Special Echo,Special Echo
8.0,1,0.5,Demo,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,WheelBattleSelect_Template,Demo Resonators,Demo Resonators
8.0,1,0.5,Pangu,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,ChatBubble_Name_80810002,Pangu Terminal,Pangu Terminal
8.0,1,0.5,Chat,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,ItemType_ChatBubble,Bong Bóng Chat,Chat Bubble
8.0,1,0.5,III,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,PlotType_10017_TypeDescription,Chương III Đến Những Vì Sao Chưa Sáng,Chapter III To the Stars Yet to Shine
8.0,1,0.5,Hatter,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,Achievement_301271_Name,The Hatter,The Hatter
8.0,1,0.5,Duelist,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,Condition_12903154_Description,"Đạt Cấp Bậc 6 với tư cách ""Duelist Kinh Nghiệm""","Reach Rank Level 6 as ""Experienced Duelist"""
8.0,1,0.5,Duelist,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,Condition_12903155_Description,"Đạt Cấp Bậc 7 với tư cách ""Duelist Kinh Nghiệm""","Reach Rank Level 7 as ""Experienced Duelist"""
8.0,1,0.5,Popular,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,Condition_12903157_Description,"Đạt Cấp Bậc 9 với tư cách ""Popular Duelist""","Reach Rank Level 9 as ""Popular Dsuelist"""
8.0,1,0.5,Lahai,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,GeographyType_3_TypeDescription,Lahai-Roi,Lahai-Roi
8.0,1,0.5,Modding,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,MotorBike_ExpGuide,Hướng Dẫn Nhanh Tăng Cấp Modding,Quick Guide for Raising Modding Level
8.0,1,0.5,Modding,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,MotorBike_ExpGuide_Title,Bạn có thể tăng cấp Modding hiệu quả bằng các cách sau:,You may effectively increase your Modding Level in the following ways:
8.0,1,0.5,Professor,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,MotorRacingNPCName_4,"""The Professor""","""The Professor"""
8.0,1,0.5,Discord,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,MotorBike_ExpGuide_5,Thách Thức Tổ Tacet Discord,Challenge Tacet Discord Nests
8.0,1,0.5,Lynae,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,LongShanTask_30023_TaskName,Dùng Lynae hoàn thành mỗi khu huấn luyện một lần,Use Lynae to complete each of the three training grounds once
8.0,1,0.5,Mornye,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,LongShanTask_30024_TaskName,Dùng Mornye hoàn thành mỗi khu huấn luyện một lần,Use Mornye to complete each of the three training grounds once
8.0,1,0.5,Ashild,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,PhantomBattleCardLockTIPS_2001,Đánh bại Ashild trong trận đấu để nhận,Defeat Ashild in a duel to obtain
8.0,1,0.5,Dennis,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,PhantomBattleCardLockTIPS_2002,Đánh bại Dennis trong trận đấu để nhận,Defeat Dennis in a duel to obtain
8.0,1,0.5,Festa,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,PhantomBattleCardLockTIPS_2003,Đánh bại Festa trong trận đấu để nhận,Defeat Festa in a duel to obtain
8.0,1,0.5,Chessa,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,PhantomBattleCardLockTIPS_2004,Đánh bại Chessa trong trận đấu để nhận,Defeat Chessa in a duel to obtain
8.0,1,0.5,Calith,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,PhantomBattleCardLockTIPS_2005,Đánh bại Calith trong trận đấu để nhận,Defeat Calith in a duel to obtain
8.0,1,0.5,Anita,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,PhantomBattleCardLockTIPS_2006,Đánh bại Anita trong trận đấu để nhận,Defeat Anita in a duel to obtain
8.0,1,0.5,Aya,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,PhantomBattleCardLockTIPS_2007,Đánh bại Aya trong trận đấu để nhận,Defeat Aya in a duel to obtain
8.0,1,0.5,Zahira,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,PhantomBattleCardLockTIPS_2010,Đánh bại Zahira trong trận đấu để nhận,Defeat Zahira in a duel to obtain
8.0,1,0.5,Lagerith,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,PhantomBattleCardLockTIPS_2011,Đánh bại Lagerith trong trận đấu để nhận,Defeat Lagerith in a duel to obtain
8.0,1,0.5,Katrina,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,PhantomBattleCardLockTIPS_2012,Đánh bại Katrina trong trận đấu để nhận,Defeat Katrina in a duel to obtain
8.0,1,0.5,Stars,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0097.json,FavorStory_120904_Title,The Stars,The Stars
8.0,1,0.5,Summon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0097.json,FavorWord_150956_Title,Echo Summon,Echo Summon
8.0,1,0.5,Summon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0097.json,FavorWord_120964_Title,Echo Summon,Echo Summon
8.0,1,0.5,Quick,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0097.json,PhantomBattleEntryName_23,Quick-Triển khai,Quick-Deploy
8.0,1,0.5,Mawburrow,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0097.json,AreaReportTitle_Text71,Nhật ký Đầu cuối được phục hồi từ thành viên đoàn thám hiểm sa mạc Mawburrow đã mất,Terminal Log Recovered from a Lost Mawburrow Desert Expedition Member
8.0,1,0.5,Royan,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0097.json,AreaReportTitle_Text74,"""Khái niệm Thời gian của Royan"" (Trích đoạn)","""The Royan Concept of Time"" (Excerpt)"
8.0,1,0.5,Core,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0097.json,PhantomBattle_1186,Không thể chọn Core Echo,Cannot select the Core Echo
8.0,1,0.5,Boost,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0097.json,MotorFightGame_TechTreeDesc_18,Kích hoạt Boost khi bắt đầu thử thách,Activate Boost at the start of the challenge
8.0,1,0.5,Mirror,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0097.json,MotorFightGame_ItemName_25,Mirror Terminal,Mirror Terminal
8.0,1,0.5,track,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0097.json,MotorFightGame_LevelCondition_01,Vui lòng hoàn thành track tiên quyết trước,Please clear the prerequisite track first
8.0,1,0.5,op,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0097.json,NoOnline_Title,Không thể chơi Co-op,Co-op not available
8.0,1,0.5,Merge,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0097.json,ConfirmBox_439_Content,"Số lượt Merge mục tiêu đã được đặt lại, vui lòng vào lại","Targeted Merge attempts have been reset, please enter again"
8.0,1,0.5,Expansion,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0097.json,MotorBike_ChangeTechTree_Info,Vui lòng chọn Expansion Mô-đun muốn lắp đặt,Please select the Expansion Module you wish to install
8.0,1,0.5,Chassis,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,MotorDIYWarning02,Bạn không thể chuyển Chassis khi đang lái,You cannot switch Chassis while driving
8.0,1,0.5,SkyArk,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,DisiGaodiTask_7501_TaskName,Khám phá Trạm Không Gian SkyArk,Explore the SkyArk Space Station
8.0,1,0.5,Everwinter,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,GeographyRound_1030_Name,Những Người Tiên Phong ở Everwinter,Pioneers in Everwinter
8.0,1,0.5,Lahai,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,FavorRoleInfo_1210_Country,Lahai-Roi,Lahai-Roi
8.0,1,0.5,Zhengyang,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,FavorRoleInfo_1510_CN,Ma Zhengyang,Ma Zhengyang
8.0,1,0.5,Injured,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,FavorWord_121095_Title,Injured: VI,Injured: VI
8.0,1,0.5,Fallen,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,FavorWord_1210101_Title,Fallen: VI,Fallen: VI
8.0,1,0.5,I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,FavorWord_1210104_Title,Echo Biến Đổi: I,Echo Transform: I
8.0,1,0.5,II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,FavorWord_1210105_Title,Echo Biến Đổi: II,Echo Transform: II
8.0,1,0.5,Summon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,FavorWord_151067_Title,Echo Summon,Echo Summon
8.0,1,0.5,I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,FavorWord_151068_Title,Echo Biến Đổi: I,Echo Transform: I
8.0,1,0.5,II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,FavorWord_151069_Title,Echo Biến Đổi: II,Echo Transform: II
8.0,1,0.5,Aemeath,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,LongShanTask_31022_TaskName,Dùng Aemeath để hoàn thành mỗi khu huấn luyện một lần,Use Aemeath to complete each of the three training grounds once
8.0,1,0.5,Anima,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,MusicJet_10022_Name,De Anima,De Anima
8.0,1,0.5,SkyArk,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,AreaReportTitle_Text80,Tóm Tắt Dự Án Trạm Không Gian SkyArk (Trích Đoạn),SkyArk Space Station Project Summary (Excerpt)
8.0,1,0.5,Solsworn,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,AreaReportTitle_Text83,Bản Ghi Cuộc Trò Chuyện Với Một Solsworn (Trích Đoạn),Conversation Record with A Solsworn (Excerpt)
8.0,1,0.5,Treasure,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,Achievement_201169_Name,The Thật sự Treasure,The Real Treasure
8.0,1,0.5,SS,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,RhythmTask_2008_Name,Hoàn thành 6 bản nhạc ở độ khó Khó với Đánh giá cao hơn SS,Complete 6 music tracks on Hard with a Rating higher than SS
8.0,1,0.5,Track,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,RhythmRoleLock_01_Desc,"Hoàn thành ""Tutorial Track"" để mở khóa","Complete ""Tutrial Track"" to unlock"
8.0,1,0.5,Lahai,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,FavorRoleInfo_1412_Country,Lahai-Roi,Lahai-Roi
8.0,1,0.5,Summon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0099.json,FavorWord_141265_Title,Echo Summon,Echo Summon
8.0,1,0.5,Enhanced,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0099.json,MotorBike_TechTree_31005_Name,Enhanced Resonance,Enhanced Resonance
8.0,1,0.5,III,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0099.json,Task_Condition_8630046,Vui lòng tiếp tục Nhiệm Vụ Chính Chương III,Please proceed with Main Quest Chapter III
